"","FECHA_DEF","registros_dia_4","registros_dia_5","registros_dia_6","registros_dia_7","registros_dia_8","registros_dia_9","registros_dia_10","registros_dia_11","registros_dia_12","registros_dia_13","registros_dia_14","registros_dia_15","registros_dia_16","registros_dia_17","registros_dia_18","registros_dia_19","registros_dia_20","registros_dia_21","registros_dia_22","registros_dia_23","registros_dia_24","registros_dia_25","registros_dia_26","registros_dia_27","registros_dia_28","registros_dia_29","registros_dia_30","registros_dia_31","registros_dia_32","registros_dia_33","registros_dia_34","registros_dia_35","registros_dia_36","registros_dia_37","registros_dia_38","registros_dia_39","registros_dia_40","registros_dia_41","registros_dia_42","registros_dia_43","registros_dia_44","registros_dia_45","registros_dia_46","registros_dia_47","registros_dia_48","registros_dia_49","registros_dia_50","registros_dia_51","registros_dia_52","registros_dia_53","registros_dia_54","registros_dia_55","registros_dia_56","registros_dia_57","registros_dia_58","registros_dia_59","registros_dia_60","registros_dia_61","registros_dia_62","registros_dia_63","registros_dia_64","registros_dia_65","registros_dia_66","registros_dia_67","registros_dia_68","registros_dia_69","registros_dia_70","registros_dia_71","registros_dia_72","registros_dia_73","registros_dia_74","registros_dia_75","registros_dia_76","registros_dia_77","registros_dia_78","registros_dia_79","registros_dia_80","registros_dia_81","registros_dia_82","registros_dia_83","registros_dia_84","registros_dia_85","registros_dia_86","registros_dia_87","registros_dia_88","registros_dia_89","registros_dia_90","registros_dia_91","registros_dia_92","registros_dia_93","registros_dia_94","registros_dia_95","registros_dia_96","registros_dia_97","registros_dia_98","registros_dia_99","registros_dia_100","registros_dia_101","registros_dia_102","acumulados_estimados","tasa_4dias","tasa_suave","Estado","Abreviatura","por_dia_suave","suave_duplex"
"128","2020-08-17",20,21,21,22,24,25,25,26,26,26,26,26,26,26,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27.0019103361379,27.0019103361379,27.0019103361379,27.0019103361379,27.004659398274,27.004659398274,27.004659398274,27.004659398274,27.0064258095377,27.0064258095377,27.0064258095377,27.0188440927637,27.2870903272596,27.2870903272596,27.2870903272596,27.2870903272596,27.2870903272596,27.2870903272596,27.2870903272596,27.5521603336054,27.8503746516364,27.8503746516364,27.8503746516364,27.8503746516364,27.921559127315,27.921559127315,27.921559127315,27.921559127315,27.921559127315,27.9413299400312,27.9413299400312,27.9413299400312,27.9895302757651,28.0143200041027,28.0143200041027,28.1686697041397,28.3747936006317,28.437233572035,28.437233572035,28.437233572035,28.437233572035,28.437233572035,28.437233572035,28.437233572035,28.437233572035,28.4372335720351,28.4372335720351,28.4372335720351,28.5040282082116,28.5040282082116,28.5040282082116,28.5040282082116,28.5040282082116,28.5040282082116,28.5040282082116,28.5040282082116,28.5040282082116,28.5040282082116,28.5040282082116,28.5040282082116,28.5040282082116,28.5040282082116,28.6666217433925,28.6666217433925,28.6666217433925,3150.02402990807,1.02714030210849,1.02603853989311,"BAJA CALIFORNIA","BC",19.1021604051644,107.860547047775
"129","2020-08-18",12,12,15,16,16,16,16,16,16,16,16,16,17,17,17,17,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18.025936689251,18.025936689251,18.0858557574451,18.0858557574451,18.098091766194,18.098091766194,18.098091766194,18.098091766194,18.1076876634031,18.1076876634031,18.1076876634031,18.1897378471928,18.2923937710048,18.3876314324164,18.3876314324164,18.3876314324164,18.3876314324164,18.5649664723677,18.5649664723677,18.6891368729943,18.8199080794195,18.8199080794195,18.8199080794195,18.8199080794195,18.9538028867391,18.9538028867391,18.9538028867391,18.9538028867391,19.1771173257081,19.3325019716401,19.3325019716401,19.5218342789432,19.5448151140958,19.8409858387174,19.8409858387174,19.9908616975265,20.0851158312305,20.2970463102566,20.2970463102566,20.2970463102566,20.2970463102566,20.4699301680544,20.4699301680544,20.4699301680544,20.4699301680544,20.4699301680544,20.4699301680544,20.4699301680544,20.4988761390493,20.4988761390493,20.4988761390493,20.4988761390494,20.4988761390494,20.4988761390494,20.4988761390494,20.4988761390494,20.4988761390494,20.4988761390494,20.4988761390494,20.4988761390494,20.4988761390494,20.4988761390494,20.5697632810248,20.5697632810248,20.5697632810249,3170.59379318909,1.02700020713888,1.02700377980167,"BAJA CALIFORNIA","BC",19.128085589443,104.054235565119
"130","2020-08-19",12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12.0356941404752,12.0356941404752,12.0367042299939,12.0367042299939,12.2142596518996,12.2142596518996,12.2331748880019,12.2331748880019,12.2331748880019,12.2331748880019,12.2513717441389,12.2513717441389,12.2513717441389,12.3840165079393,12.4244675587547,12.6442257563847,12.6442257563847,12.6442257563847,12.6442257563847,12.9850809285305,12.9850809285305,13.032652544925,13.0722400351054,13.0722400351054,13.0722400351054,13.0722400351054,13.2200892109451,13.2200892109451,13.2200892109451,13.2200892109451,13.5982891469707,13.8405342295907,13.8405342295907,14.1625019606986,14.1693358361568,14.6429537702835,14.6429537702835,14.7903074869274,14.8102043958614,15.114951335835,15.1149513358351,15.1149513358351,15.1149513358351,15.4050057052385,15.4050057052385,15.4050057052385,15.4050057052385,15.4050057052385,15.4050057052385,15.4050057052385,15.4102206646053,15.4102206646053,15.4102206646053,15.4102206646054,15.4102206646054,15.4102206646054,15.4102206646054,15.4102206646054,15.4102206646054,15.4102206646054,15.4102206646054,15.4102206646054,15.4102206646054,15.4102206646054,15.4231066626266,15.4231066626266,15.4231066626266,3186.01689985172,1.02687440282043,1.02655498700404,"BAJA CALIFORNIA","BC",19.1323770602874,105.78958106342
"131","2020-08-20",9,9,9,9,9,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11.0747633259158,11.0747633259158,11.0754628474411,11.0754628474411,11.571633317044,11.571633317044,11.5971754156048,11.5971754156048,11.5971754156048,11.5971754156048,11.6167151162412,11.6167151162412,11.6167151162412,11.7715338584876,11.8054969298875,12.0156076599021,12.0156076599021,12.0156076599021,12.0156076599021,12.3606590536797,12.3606590536797,12.3987398697852,12.4298670922251,12.4298670922251,12.4298670922251,12.4298670922251,12.5812537296261,12.5812537296261,12.5812537296261,12.5812537296261,12.9745305278086,13.2280463351331,13.2280463351331,13.5614745937356,13.5664932362868,14.0588536628544,14.0588536628544,14.2061964259685,14.2181307990831,14.5337009747875,14.5337009747875,14.5337009747875,14.5337009747875,14.8353339103391,14.8353339103391,14.8353339103391,14.8353339103392,14.8353339103392,14.8353339103392,14.8353339103392,14.8379071308148,14.8379071308148,14.8379071308148,14.8379071308148,14.8379071308148,14.8379071308148,14.8379071308148,14.8379071308148,14.8379071308148,14.8379071308148,14.8379071308149,14.8379071308149,14.8379071308149,14.8379071308149,14.8444007061234,14.8444007061234,14.8444007061234,3200.86130055784,1.02547093523645,1.02477369491453,"BAJA CALIFORNIA","BC",18.0430974645966,113.297281321206
"132","2020-08-21",11,11,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13.0438829882801,13.0438829882801,13.045050981656,13.045050981656,13.1552974678774,13.1552974678774,13.1691233362531,13.1691233362531,13.1691233362531,13.1691233362531,13.1831964142734,13.1831964142734,13.1831964142734,13.3136858843363,13.3524366789737,13.5431204081436,13.5431204081436,13.5431204081437,13.5431204081437,13.8523496689003,13.8523496689003,13.9013321209144,13.9423092346558,13.9423092346558,13.9423092346558,13.9423092346558,14.0882659788258,14.0882659788258,14.0882659788258,14.0882659788258,14.443049497902,14.6714808696828,14.6714808696828,14.9741844447532,14.9824797659906,15.4279346138296,15.4279346138296,15.5758280957426,15.6018324003302,15.8926004651908,15.8926004651908,15.8926004651908,15.8926004651908,16.1650540749533,16.1650540749533,16.1650540749534,16.1650540749534,16.1650540749534,16.1650540749534,16.1650540749534,16.1724096040721,16.1724096040721,16.1724096040721,16.1724096040722,16.1724096040722,16.1724096040722,16.1724096040722,16.1724096040722,16.1724096040722,16.1724096040722,16.1724096040722,16.1724096040722,16.1724096040722,16.1724096040722,16.1905357199286,16.1905357199286,16.1905357199286,3217.05183627777,1.02127850636481,1.02201986754505,"BAJA CALIFORNIA","BC",14.5660811103515,127.294313710394
"133","2020-08-22",11,11,11,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14.0485885259926,14.0485885259926,14.0505232600626,14.0505232600626,14.1767138031083,14.1767138031083,14.1907156961815,14.1907156961815,14.1907156961815,14.1907156961815,14.206914707482,14.206914707482,14.206914707482,14.3260332543216,14.3814226679331,14.5533292743997,14.5533292743997,14.5533292743998,14.5533292743998,14.8367978449166,14.8367978449166,14.9048847715012,14.9693664476318,14.9693664476318,14.9693664476318,14.9693664476318,15.1142182432261,15.1142182432261,15.1142182432261,15.1142182432261,15.4409643601861,15.6546535781345,15.6546535781345,15.932234594359,15.9440263343251,16.3583741822771,16.3583741822771,16.5066477954977,16.5495931987491,16.8239625729002,16.8239625729002,16.8239625729002,16.8239625729002,17.074761129977,17.074761129977,17.0747611299771,17.0747611299771,17.0747611299771,17.0747611299771,17.0747611299771,17.087027959628,17.087027959628,17.087027959628,17.087027959628,17.087027959628,17.0870279596281,17.0870279596281,17.0870279596281,17.0870279596281,17.0870279596281,17.0870279596281,17.0870279596281,17.0870279596281,17.0870279596281,17.1171887874722,17.1171887874722,17.1171887874722,3234.16902506525,1.02005152221414,1.02039821962325,"BAJA CALIFORNIA","BC",13.6034457024045,137.304703167085
"134","2020-08-23",11,11,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13.0531583551582,13.0531583551582,13.0547445202996,13.0547445202996,13.1827382138401,13.1827382138401,13.1959914580305,13.1959914580305,13.1959914580305,13.1959914580305,13.2154154462612,13.2154154462612,13.2154154462612,13.3537185043029,13.3991618921179,13.57834443641,13.57834443641,13.57834443641,13.57834443641,13.8796968894466,13.8796968894466,13.9354364391615,13.9862357421188,13.9862357421188,13.9862357421188,13.9862357421188,14.1307078377362,14.1307078377362,14.1307078377362,14.1307078377362,14.4847969263945,14.7144013491534,14.7144013491534,15.0132657531647,15.0225695044052,15.4686430351133,15.4686430351133,15.6165203898359,15.6488695193839,15.9391387704262,15.9391387704263,15.9391387704263,15.9391387704263,16.2101055680848,16.2101055680848,16.2101055680848,16.2101055680848,16.2101055680848,16.2101055680848,16.2101055680848,16.2191801185663,16.2191801185663,16.2191801185663,16.2191801185664,16.2191801185664,16.2191801185664,16.2191801185664,16.2191801185664,16.2191801185664,16.2191801185664,16.2191801185664,16.2191801185664,16.2191801185664,16.2191801185664,16.2415064068289,16.2415064068289,16.2415064068289,3250.41053147207,1.02021132769991,1.02046101807172,"BAJA CALIFORNIA","BC",13.8319446291579,136.88751722455
"135","2020-08-24",15,15,15,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16.0138515953303,16.0138515953303,16.0158959186325,16.0158959186325,16.1127377670726,16.1127377670726,16.1220770898165,16.1220770898165,16.1220770898165,16.1220770898165,16.1495796436061,16.1495796436061,16.1495796436061,16.2577089333669,16.347600427292,16.4785189907948,16.4785189907948,16.4785189907948,16.4785189907948,16.7123373615738,16.7123373615738,16.8131228348643,16.9162820942862,16.9162820942862,16.9162820942862,16.9162820942862,17.0435325833503,17.0435325833503,17.0435325833503,17.0435325833503,17.3193414824583,17.5061761418078,17.5061761418078,17.7356565731991,17.7525673087054,18.1115766217409,18.1115766217409,18.260886657296,18.3292046935462,18.5715886976069,18.5715886976069,18.5715886976069,18.5715886976069,18.7831870125671,18.7831870125671,18.7831870125671,18.7831870125671,18.7831870125671,18.7831870125671,18.7831870125671,18.803381113051,18.803381113051,18.803381113051,18.803381113051,18.803381113051,18.803381113051,18.803381113051,18.803381113051,18.803381113051,18.8033811130511,18.8033811130511,18.8033811130511,18.8033811130511,18.8033811130511,18.8528379413008,18.8528379413008,18.8528379413008,3269.26336941338,1.02136989467291,1.02093820872439,"BAJA CALIFORNIA","BC",14.9535483796731,133.79917224588
"136","2020-08-25",7,9,9,9,9,9,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11.0361743008178,11.0361743008178,11.0375251139891,11.0375251139891,11.4037491887307,11.4037491887307,11.4241471199,11.4241471199,11.4241471199,11.4241471199,11.4485797656179,11.4485797656179,11.4485797656179,11.5997958497437,11.6298215704961,11.8447598600595,11.8447598600595,11.8447598600595,11.8447598600595,12.1961566346518,12.1961566346518,12.2325732030727,12.2627230655391,12.2627230655391,12.2627230655391,12.2627230655391,12.4149543329083,12.4149543329083,12.4149543329083,12.4149543329083,12.8137606710984,13.0701387681632,13.0701387681632,13.4069251848266,13.4123269818568,13.9119187482189,13.9119187482189,14.0588938548276,14.0739592486046,14.3922387570903,14.3922387570903,14.3922387570903,14.3922387570903,14.6976413871985,14.6976413871985,14.6976413871986,14.6976413871986,14.6976413871986,14.6976413871986,14.6976413871986,14.7007203361096,14.7007203361096,14.7007203361096,14.7007203361096,14.7007203361096,14.7007203361096,14.7007203361096,14.7007203361096,14.7007203361096,14.7007203361096,14.7007203361097,14.7007203361097,14.7007203361097,14.7007203361097,14.7086714773073,14.7086714773073,14.7086714773074,3283.97204089068,1.02080171785181,1.02052408139818,"BAJA CALIFORNIA","BC",14.533651837394,136.471140683879
"137","2020-08-26",4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,8,8,8,8,8.00000000000001,8.00000000000001,8.00000000000001,8.00000000000001,8.03268739619539,8.0326873961954,8.03301287636521,8.03301287636521,8.27973795219111,8.27973795219111,8.29601292484261,8.29601292484261,8.29601292484261,8.29601292484261,8.32745432595392,8.32745432595392,8.32745432595392,8.50419989646881,8.50419989646881,8.77769471651176,8.77769471651176,8.77769471651176,8.77769471651176,9.21269158614175,9.21269158614175,9.21269158614175,9.21269158614175,9.21269158614175,9.21269158614175,9.21269158614175,9.3783466632233,9.3783466632233,9.3783466632233,9.37834666322331,9.85965272624979,10.1630572411347,10.1630572411347,10.5682386933509,10.5682386933509,11.1644027418872,11.1644027418872,11.3093851949382,11.3093851949382,11.6770331957689,11.6770331957689,11.6770331957689,11.6770331957689,12.0439829691513,12.0439829691513,12.0439829691514,12.0439829691514,12.0439829691514,12.0439829691514,12.0439829691514,12.0439829691514,12.0439829691514,12.0439829691514,12.0439829691515,12.0439829691515,12.0439829691515,12.0439829691515,12.0439829691515,12.0439829691515,12.0439829691515,12.0439829691515,12.0439829691515,12.0439829691515,12.0439829691515,12.0439829691515,12.0439829691515,12.0439829691515,3296.01602385983,1.01912299521616,1.01914513543421,"BAJA CALIFORNIA","BC",13.0944831220215,146.201401305736
"138","2020-08-27",5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7.04608689770964,7.04608689770964,7.04608689770964,7.04608689770964,7.4744289272959,7.4744289272959,7.49748814032066,7.49748814032066,7.49748814032066,7.49748814032066,7.52540147575593,7.52540147575593,7.52540147575593,7.71408651912341,7.71408651912341,7.99879920130929,7.9987992013093,7.9987992013093,7.9987992013093,8.45264203684636,8.45264203684636,8.45264203684636,8.45264203684636,8.45264203684636,8.45264203684637,8.45264203684638,8.62242929471132,8.62242929471132,8.62242929471132,8.62242929471132,9.12277735625274,9.43723801432678,9.43723801432678,9.85984516174014,9.85984516174014,10.4774402008049,10.4774402008049,10.6221882142593,10.6221882142593,11.0019366279604,11.0019366279604,11.0019366279604,11.0019366279604,11.3834141135001,11.3834141135002,11.3834141135002,11.3834141135002,11.3834141135002,11.3834141135002,11.3834141135002,11.3834141135002,11.3834141135002,11.3834141135002,11.3834141135003,11.3834141135003,11.3834141135003,11.3834141135003,11.3834141135003,11.3834141135003,11.3834141135003,11.3834141135003,11.3834141135003,11.3834141135003,11.3834141135003,11.3834141135003,11.3834141135003,11.3834141135004,3307.39943797333,1.01753283345272,1.01784572335294,"BAJA CALIFORNIA","BC",11.7110846957034,156.746530227433
"139","2020-08-28",14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15.0665264767731,15.0665264767731,15.0665264767731,15.0665264767731,15.0665264767731,15.0665264767731,15.0665264767731,15.0665264767731,15.0665264767731,15.09024622849,15.09024622849,15.0923768036334,15.0923768036334,15.2356194571731,15.2356194571731,15.2505724888854,15.2505724888854,15.2505724888854,15.2505724888854,15.2680325857496,15.2680325857496,15.2680325857496,15.3857379289469,15.4592924246207,15.6098506752726,15.6098506752726,15.6098506752726,15.6098506752726,15.8640133805553,15.8640133805553,15.9521379644492,16.0401627843005,16.0401627843005,16.0401627843006,16.0401627843006,16.1749259557365,16.1749259557365,16.1749259557365,16.1749259557365,16.4734626449833,16.6726258102788,16.6726258102788,16.9233231741631,16.93838176764,17.3219103169808,17.3219103169808,17.4707325247569,17.5298892589286,17.7866522228679,17.7866522228679,17.7866522228679,17.7866522228679,18.0157360139015,18.0157360139015,18.0157360139015,18.0157360139015,18.0157360139015,18.0157360139015,18.0157360139015,18.0333082828407,18.0333082828407,18.0333082828408,18.0333082828408,18.0333082828408,18.0333082828408,18.0333082828408,18.0333082828408,18.0333082828408,18.0333082828408,18.0333082828408,18.0333082828408,18.0333082828408,18.0333082828408,18.0764019621807,18.0764019621807,18.0764019621807,3325.47583993552,1.01719423129016,1.017165201334,"BAJA CALIFORNIA","BC",11.4920548682069,162.906172225973
"140","2020-08-29",8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9.09744748737038,9.6383642169882,9.63836421698821,9.63836421698821,9.63836421698821,9.63836421698821,9.63836421698822,9.63836421698822,9.63836421698822,9.63836421698822,9.67271477815545,9.67271477815545,9.67346122442542,9.67346122442542,9.95702142602593,9.95702142602593,9.97703901038236,9.97703901038236,9.97703901038236,9.97703901038236,10.0016982876658,10.0016982876658,10.0016982876658,10.1657334558275,10.179356288769,10.422938259286,10.422938259286,10.422938259286,10.422938259286,10.8140392422039,10.8140392422039,10.834459675943,10.8492566432515,10.8492566432515,10.8492566432515,10.8492566432515,11.0084561325531,11.0084561325531,11.0084561325531,11.0084561325531,11.444802623071,11.722402671592,11.722402671592,12.0910672783466,12.0940177399604,12.6373024785138,12.6373024785138,12.7833423714394,12.7899862027249,13.1311398864451,13.1311398864451,13.1311398864451,13.1311398864451,13.4646995913637,13.4646995913637,13.4646995913637,13.4646995913637,13.4646995913637,13.4646995913637,13.4646995913637,13.4656794561165,13.4656794561165,13.4656794561165,13.4656794561165,13.4656794561165,13.4656794561165,13.4656794561165,13.4656794561165,13.4656794561165,13.4656794561165,13.4656794561166,13.4656794561166,13.4656794561166,13.4656794561166,13.4682814843317,13.4682814843317,13.4682814843317,3338.94412141985,1.01673950930296,1.01768212573476,"BAJA CALIFORNIA","BC",11.138688262635,158.184020844854
"141","2020-08-30",17,19,19,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,21,21,21.006163737884,21.006163737884,21.006163737884,21.006163737884,21.006163737884,21.006163737884,21.006163737884,21.006163737884,21.006163737884,21.006163737884,21.0130467134333,21.0130467134333,21.0177445373156,21.0177445373156,21.0177445373156,21.0177445373156,21.0275051353705,21.0275051353705,21.0275051353705,21.0275051353705,21.0381392236684,21.0381392236684,21.0381392236684,21.109503549798,21.259469015738,21.3143289148123,21.3143289148123,21.3143289148123,21.3143289148123,21.4288926740008,21.4288926740008,21.5909947368668,21.76380806753,21.76380806753,21.76380806753,21.76380806753,21.8714132019249,21.8714132019249,21.8714132019249,21.8714132019249,22.0213656540213,22.1339412612495,22.1339412612495,22.2585444879981,22.2878103075998,22.4959349639174,22.4959349639174,22.6474958558843,22.7675016858151,22.9308748901075,22.9308748901075,22.9308748901076,22.9308748901076,23.0466700544482,23.0466700544482,23.0466700544482,23.0466700544482,23.0466700544482,23.0466700544482,23.0466700544482,23.0837296297488,23.0837296297488,23.0837296297488,23.0837296297489,23.0837296297489,23.0837296297489,23.0837296297489,23.0837296297489,23.0837296297489,23.0837296297489,23.0837296297489,23.0837296297489,23.0837296297489,23.0837296297489,23.1743378321294,23.1743378321294,23.1743378321295,3362.11845925198,1.02005525304295,1.01966739699213,"BAJA CALIFORNIA","BC",14.2764673829821,142.355646844486
