"","ENTIDAD_RES","MUNICIPIO_RES","Nombre_Estado","Municipio","UCI","positivos","decesos","municipio","Defunciones_2018","porc_aumento","porc_mortalidad"
"94",15,101,"MÉXICO","TIANGUISTENCO",5,147,24,"Tianguistenco",436,0.055045871559633,0.163265306122449
"95",15,103,"MÉXICO","TLALMANALCO",4,148,14,"Tlalmanalco",307,0.0456026058631922,0.0945945945945946
"96",15,104,"MÉXICO","TLALNEPANTLA DE BAZ",48,2525,392,"Tlalnepantla de Baz",4655,0.0842105263157895,0.155247524752475
"97",15,106,"MÉXICO","TOLUCA",72,3378,495,"Toluca",4468,0.110787824529991,0.146536412078153
"98",15,108,"MÉXICO","TULTEPEC",7,384,61,"Tultepec",699,0.0872675250357654,0.158854166666667
"99",15,109,"MÉXICO","TULTITLÁN",15,1308,283,"Tultitlán",2448,0.115604575163399,0.216360856269113
"100",15,11,"MÉXICO","ATENCO",2,85,14,"Atenco",294,0.0476190476190476,0.164705882352941
"101",15,110,"MÉXICO","VALLE DE BRAVO",5,172,12,"Valle de Bravo",408,0.0294117647058824,0.0697674418604651
"102",15,113,"MÉXICO","VILLA GUERRERO",2,63,6,"Villa Guerrero",352,0.0170454545454545,0.0952380952380952
"103",15,114,"MÉXICO","VILLA VICTORIA",0,78,8,"Villa Victoria",475,0.0168421052631579,0.102564102564103
"104",15,115,"MÉXICO","XONACATLÁN",6,198,35,"Xonacatlán",301,0.116279069767442,0.176767676767677
"105",15,118,"MÉXICO","ZINACANTEPEC",17,473,84,"Zinacantepec",827,0.101571946795647,0.177589852008457
"106",15,12,"MÉXICO","ATIZAPÁN",3,154,43,"Atizapán",133,0.323308270676692,0.279220779220779
"107",15,120,"MÉXICO","ZUMPANGO",10,563,78,"Zumpango",938,0.0831556503198294,0.13854351687389
"108",15,121,"MÉXICO","CUAUTITLÁN IZCALLI",10,978,223,"Cuautitlán Izcalli",2681,0.0831779186870571,0.2280163599182
"109",15,122,"MÉXICO","VALLE DE CHALCO SOLIDARIDAD",33,597,161,"Valle de Chalco Solidaridad",1667,0.0965806838632274,0.269681742043551
"110",15,124,"MÉXICO","SAN JOSÉ DEL RINCÓN",3,58,10,"San José del Rincón",483,0.020703933747412,0.172413793103448
"111",15,13,"MÉXICO","ATIZAPÁN DE ZARAGOZA",31,1144,201,"Atizapán de Zaragoza",2593,0.0775163902815272,0.175699300699301
"112",15,14,"MÉXICO","ATLACOMULCO",6,291,32,"Atlacomulco",523,0.0611854684512428,0.109965635738832
"113",15,18,"MÉXICO","CALIMAYA",6,164,27,"Calimaya",261,0.103448275862069,0.164634146341463
"114",15,19,"MÉXICO","CAPULHUAC",4,100,17,"Capulhuac",210,0.080952380952381,0.17
"115",15,2,"MÉXICO","ACOLMAN",4,309,40,"Acolman",602,0.0664451827242525,0.129449838187702
"116",15,20,"MÉXICO","COACALCO DE BERRIOZÁBAL",14,798,130,"Coacalco de Berriozábal",1410,0.0921985815602837,0.162907268170426
"117",15,22,"MÉXICO","COCOTITLÁN",4,57,4,"Cocotitlán",93,0.043010752688172,0.0701754385964912
"118",15,23,"MÉXICO","COYOTEPEC",4,138,21,"Coyotepec",287,0.0731707317073171,0.152173913043478
"119",15,24,"MÉXICO","CUAUTITLÁN",18,850,92,"Cuautitlán",547,0.16819012797075,0.108235294117647
"120",15,25,"MÉXICO","CHALCO",67,1756,273,"Chalco",1761,0.155025553662692,0.155466970387244
"121",15,27,"MÉXICO","CHAPULTEPEC",2,53,9,"Chapultepec",44,0.204545454545455,0.169811320754717
"122",15,29,"MÉXICO","CHICOLOAPAN",16,369,51,"Chicoloapan",794,0.0642317380352645,0.138211382113821
"123",15,31,"MÉXICO","CHIMALHUACÁN",69,1556,291,"Chimalhuacán",3084,0.0943579766536965,0.187017994858612
"124",15,33,"MÉXICO","ECATEPEC DE MORELOS",147,5173,959,"Ecatepec de Morelos",9599,0.0999062402333576,0.185385656292287
"125",15,35,"MÉXICO","HUEHUETOCA",4,245,28,"Huehuetoca",503,0.0556660039761431,0.114285714285714
"126",15,36,"MÉXICO","HUEYPOXTLA",0,78,14,"Hueypoxtla",218,0.0642201834862385,0.179487179487179
"127",15,37,"MÉXICO","HUIXQUILUCAN",15,779,72,"Huixquilucan",1190,0.0605042016806723,0.0924261874197689
"128",15,39,"MÉXICO","IXTAPALUCA",71,1359,265,"Ixtapaluca",1986,0.133434038267875,0.194996320824135
"129",15,42,"MÉXICO","IXTLAHUACA",7,233,77,"Ixtlahuaca",745,0.103355704697987,0.330472103004292
"130",15,43,"MÉXICO","XALATLACO",3,74,15,"Xalatlaco",160,0.09375,0.202702702702703
"131",15,45,"MÉXICO","JILOTEPEC",1,117,7,"Jilotepec",513,0.01364522417154,0.0598290598290598
"132",15,47,"MÉXICO","JIQUIPILCO",2,63,15,"Jiquipilco",406,0.0369458128078818,0.238095238095238
"133",15,48,"MÉXICO","JOCOTITLÁN",4,120,14,"Jocotitlán",354,0.0395480225988701,0.116666666666667
"134",15,5,"MÉXICO","ALMOLOYA DE JUÁREZ",6,234,34,"Almoloya de Juárez",740,0.0459459459459459,0.145299145299145
"135",15,51,"MÉXICO","LERMA",10,413,80,"Lerma",717,0.111576011157601,0.193704600484261
"136",15,53,"MÉXICO","MELCHOR OCAMPO",3,197,20,"Melchor Ocampo",318,0.0628930817610063,0.101522842639594
"137",15,54,"MÉXICO","METEPEC",20,877,137,"Metepec",1174,0.116695059625213,0.156214367160775
"138",15,55,"MÉXICO","MEXICALTZINGO",4,58,9,"Mexicaltzingo",76,0.118421052631579,0.155172413793103
"139",15,57,"MÉXICO","NAUCALPAN DE JUÁREZ",67,3101,574,"Naucalpan de Juárez",5256,0.109208523592085,0.18510158013544
"140",15,58,"MÉXICO","NEZAHUALCÓYOTL",153,4202,758,"Nezahualcóyotl",7549,0.100410650417274,0.180390290337934
"141",15,59,"MÉXICO","NEXTLALPAN",0,73,8,"Nextlalpan",186,0.043010752688172,0.10958904109589
"142",15,60,"MÉXICO","NICOLÁS ROMERO",18,922,167,"Nicolás Romero",1982,0.0842583249243189,0.181127982646421
"143",15,62,"MÉXICO","OCOYOACAC",7,164,21,"Ocoyoacac",359,0.0584958217270195,0.128048780487805
"144",15,64,"MÉXICO","EL ORO",3,101,8,"El Oro",183,0.0437158469945355,0.0792079207920792
"145",15,65,"MÉXICO","OTUMBA",2,75,25,"Otumba",213,0.117370892018779,0.333333333333333
"146",15,67,"MÉXICO","OTZOLOTEPEC",1,125,23,"Otzolotepec",347,0.0662824207492795,0.184
"147",15,68,"MÉXICO","OZUMBA",5,53,6,"Ozumba",144,0.0416666666666667,0.113207547169811
"148",15,7,"MÉXICO","AMANALCO",1,59,4,"Amanalco",142,0.028169014084507,0.0677966101694915
"149",15,70,"MÉXICO","LA PAZ",23,660,149,"La Paz",1301,0.114527286702537,0.225757575757576
"150",15,72,"MÉXICO","RAYÓN",3,57,8,"Rayón",71,0.112676056338028,0.140350877192982
"151",15,73,"MÉXICO","SAN ANTONIO LA ISLA",1,78,11,"San Antonio la Isla",107,0.102803738317757,0.141025641025641
"152",15,74,"MÉXICO","SAN FELIPE DEL PROGRESO",5,169,28,"San Felipe del Progreso",596,0.0469798657718121,0.165680473372781
"153",15,76,"MÉXICO","SAN MATEO ATENCO",2,236,54,"San Mateo Atenco",437,0.123569794050343,0.228813559322034
"154",15,81,"MÉXICO","TECÁMAC",27,1129,185,"Tecámac",1846,0.100216684723727,0.163861824623561
"155",15,82,"MÉXICO","TEJUPILCO",6,177,8,"Tejupilco",438,0.0182648401826484,0.0451977401129944
"156",15,83,"MÉXICO","TEMAMATLA",0,67,2,"Temamatla",74,0.027027027027027,0.0298507462686567
"157",15,84,"MÉXICO","TEMASCALAPA",2,62,19,"Temascalapa",213,0.0892018779342723,0.306451612903226
"158",15,85,"MÉXICO","TEMASCALCINGO",5,70,13,"Temascalcingo",408,0.0318627450980392,0.185714285714286
"159",15,87,"MÉXICO","TEMOAYA",11,144,18,"Temoaya",460,0.0391304347826087,0.125
"160",15,88,"MÉXICO","TENANCINGO",2,229,13,"Tenancingo",570,0.0228070175438597,0.0567685589519651
"161",15,9,"MÉXICO","AMECAMECA",11,158,11,"Amecameca",348,0.0316091954022989,0.069620253164557
"162",15,90,"MÉXICO","TENANGO DEL VALLE",9,229,21,"Tenango del Valle",478,0.0439330543933054,0.091703056768559
"163",15,91,"MÉXICO","TEOLOYUCAN",6,161,30,"Teoloyucan",470,0.0638297872340425,0.186335403726708
"164",15,92,"MÉXICO","TEOTIHUACÁN",6,144,37,"Teotihuacán",369,0.100271002710027,0.256944444444444
"165",15,95,"MÉXICO","TEPOTZOTLÁN",1,130,27,"Tepotzotlán",443,0.0609480812641084,0.207692307692308
"166",15,99,"MÉXICO","TEXCOCO",15,546,81,"Texcoco",1487,0.0544720914593141,0.148351648351648
"167",16,102,"MICHOACÁN ","URUAPAN",8,730,59,"Uruapan",1893,0.0311674590596936,0.0808219178082192
"168",16,108,"MICHOACÁN ","ZAMORA",1,210,28,"Zamora",1404,0.0199430199430199,0.133333333333333
"169",16,112,"MICHOACÁN ","ZITÁCUARO",8,160,27,"Zitácuaro",901,0.0299667036625971,0.16875
"170",16,34,"MICHOACÁN ","HIDALGO",0,54,3,"Hidalgo",637,0.00470957613814757,0.0555555555555556
"171",16,38,"MICHOACÁN ","HUETAMO",6,441,29,"Huetamo",235,0.123404255319149,0.0657596371882086
"172",16,43,"MICHOACÁN ","JACONA",0,56,4,"Jacona",457,0.0087527352297593,0.0714285714285714
"173",16,50,"MICHOACÁN ","MARAVATÍO",1,100,1,"Maravatío",462,0.00216450216450216,0.01
"174",16,52,"MICHOACÁN ","LÁZARO CÁRDENAS",19,2379,137,"Lázaro Cárdenas",855,0.160233918128655,0.0575872215216478
"175",16,53,"MICHOACÁN ","MORELIA",17,952,78,"Morelia",3949,0.0197518359078248,0.0819327731092437
"176",16,55,"MICHOACÁN ","MÚGICA",7,325,51,"Múgica",278,0.183453237410072,0.156923076923077
"177",16,6,"MICHOACÁN ","APATZINGÁN",2,403,37,"Apatzingán",825,0.0448484848484848,0.0918114143920596
"178",16,65,"MICHOACÁN ","PARACHO",1,69,10,"Paracho",148,0.0675675675675676,0.144927536231884
"179",16,66,"MICHOACÁN ","PÁTZCUARO",2,102,11,"Pátzcuaro",535,0.0205607476635514,0.107843137254902
"180",16,69,"MICHOACÁN ","LA PIEDAD",0,139,11,"La Piedad",650,0.0169230769230769,0.079136690647482
"181",16,77,"MICHOACÁN ","SAN LUCAS",1,56,2,"San Lucas",97,0.0206185567010309,0.0357142857142857
"182",16,88,"MICHOACÁN ","TARÍMBARO",1,61,5,"Tarímbaro",343,0.0145772594752187,0.0819672131147541
"183",17,11,"MORELOS","JIUTEPEC",4,306,67,"Jiutepec",1125,0.0595555555555556,0.218954248366013
"184",17,12,"MORELOS","JOJUTLA",2,159,39,"Jojutla",429,0.0909090909090909,0.245283018867925
"185",17,17,"MORELOS","PUENTE DE IXTLA",2,143,54,"Puente de Ixtla",381,0.141732283464567,0.377622377622378
"186",17,18,"MORELOS","TEMIXCO",5,134,46,"Temixco",755,0.0609271523178808,0.343283582089552
"187",17,19,"MORELOS","TEPALCINGO",4,51,20,"Tepalcingo",171,0.116959064327485,0.392156862745098
"188",17,24,"MORELOS","TLALTIZAPÁN DE ZAPATA",0,84,20,"Tlaltizapán de Zapata",350,0.0571428571428571,0.238095238095238
"189",17,25,"MORELOS","TLAQUILTENANGO",0,51,15,"Tlaquiltenango",213,0.0704225352112676,0.294117647058824
"190",17,28,"MORELOS","XOCHITEPEC",3,110,33,"Xochitepec",402,0.082089552238806,0.3
"191",17,29,"MORELOS","YAUTEPEC",1,92,21,"Yautepec",653,0.0321592649310873,0.228260869565217
"192",17,3,"MORELOS","AXOCHIAPAN",1,78,19,"Axochiapan",211,0.0900473933649289,0.243589743589744
"193",17,30,"MORELOS","YECAPIXTLA",1,68,12,"Yecapixtla",258,0.0465116279069767,0.176470588235294
"194",17,31,"MORELOS","ZACATEPEC",3,147,39,"Zacatepec",296,0.131756756756757,0.26530612244898
"195",17,4,"MORELOS","AYALA",1,148,21,"Ayala",521,0.0403071017274472,0.141891891891892
"196",17,6,"MORELOS","CUAUTLA",7,543,101,"Cuautla",1208,0.0836092715231788,0.186003683241252
"197",17,7,"MORELOS","CUERNAVACA",20,842,186,"Cuernavaca",2860,0.065034965034965,0.220902612826603
"198",17,8,"MORELOS","EMILIANO ZAPATA",1,111,20,"Emiliano Zapata",490,0.0408163265306122,0.18018018018018
"199",18,1,"NAYARIT","ACAPONETA",1,77,15,"Acaponeta",241,0.0622406639004149,0.194805194805195
"200",18,10,"NAYARIT","ROSAMORADA",2,55,6,"Rosamorada",240,0.025,0.109090909090909
"201",18,15,"NAYARIT","SANTIAGO IXCUINTLA",2,144,12,"Santiago Ixcuintla",648,0.0185185185185185,0.0833333333333333
"202",18,16,"NAYARIT","TECUALA",2,87,26,"Tecuala",294,0.0884353741496599,0.298850574712644
"203",18,17,"NAYARIT","TEPIC",4,1198,79,"Tepic",2181,0.0362219165520404,0.0659432387312187
"204",18,18,"NAYARIT","TUXPAN",2,73,12,"Tuxpan",180,0.0666666666666667,0.164383561643836
"205",18,20,"NAYARIT","BAHÍA DE BANDERAS",58,345,36,"Bahía de Banderas",569,0.0632688927943761,0.104347826086957
"206",18,4,"NAYARIT","COMPOSTELA",2,94,13,"Compostela",432,0.0300925925925926,0.138297872340426
"207",18,6,"NAYARIT","IXTLÁN DEL RÍO",3,64,7,"Ixtlán del Río",180,0.0388888888888889,0.109375
"208",18,7,"NAYARIT","JALA",3,91,25,"Jala",109,0.229357798165138,0.274725274725275
"209",18,8,"NAYARIT","XALISCO",0,92,7,"Xalisco",276,0.0253623188405797,0.0760869565217391
"210",19,10,"NUEVO LEÓN","EL CARMEN",3,66,6,"El Carmen",128,0.046875,0.0909090909090909
"211",19,12,"NUEVO LEÓN","CIÉNEGA DE FLORES",5,54,6,"Ciénega de Flores",188,0.0319148936170213,0.111111111111111
"212",19,17,"NUEVO LEÓN","GALEANA",0,54,0,"Galeana",266,0,0
"213",19,18,"NUEVO LEÓN","GARCÍA",10,331,10,"García",717,0.0139470013947001,0.0302114803625378
"214",19,19,"NUEVO LEÓN","SAN PEDRO GARZA GARCÍA",10,189,9,"San Pedro Garza García",725,0.0124137931034483,0.0476190476190476
"215",19,21,"NUEVO LEÓN","GENERAL ESCOBEDO",27,704,46,"General Escobedo",1504,0.0305851063829787,0.0653409090909091
"216",19,25,"NUEVO LEÓN","GENERAL ZUAZUA",5,67,5,"General Zuazua",130,0.0384615384615385,0.0746268656716418
"217",19,26,"NUEVO LEÓN","GUADALUPE",62,1612,89,"Guadalupe",3989,0.0223113562296315,0.0552109181141439
"218",19,31,"NUEVO LEÓN","JUÁREZ",16,520,34,"Juárez",1033,0.0329138431752178,0.0653846153846154
"219",19,33,"NUEVO LEÓN","LINARES",2,143,4,"Linares",487,0.0082135523613963,0.027972027972028
"220",19,38,"NUEVO LEÓN","MONTEMORELOS",1,127,2,"Montemorelos",447,0.00447427293064877,0.015748031496063
"221",19,39,"NUEVO LEÓN","MONTERREY",122,3223,168,"Monterrey",8338,0.0201487167186376,0.0521253490536767
"222",19,4,"NUEVO LEÓN","ALLENDE",0,74,5,"Allende",236,0.0211864406779661,0.0675675675675676
"223",19,41,"NUEVO LEÓN","PESQUERÍA",8,116,12,"Pesquería",250,0.048,0.103448275862069
"224",19,44,"NUEVO LEÓN","SABINAS HIDALGO",1,113,3,"Sabinas Hidalgo",245,0.0122448979591837,0.0265486725663717
"225",19,45,"NUEVO LEÓN","SALINAS VICTORIA",2,110,1,"Salinas Victoria",238,0.00420168067226891,0.00909090909090909
"226",19,46,"NUEVO LEÓN","SAN NICOLÁS DE LOS GARZA",39,947,69,"San Nicolás de los Garza",2961,0.0233029381965552,0.0728616684266103
"227",19,48,"NUEVO LEÓN","SANTA CATARINA",12,572,32,"Santa Catarina",1395,0.0229390681003584,0.0559440559440559
"228",19,49,"NUEVO LEÓN","SANTIAGO",1,89,3,"Santiago",291,0.0103092783505155,0.0337078651685393
"229",19,6,"NUEVO LEÓN","APODACA",52,1142,71,"Apodaca",2011,0.0353058180009945,0.0621716287215412
"230",19,9,"NUEVO LEÓN","CADEREYTA JIMÉNEZ",14,95,10,"Cadereyta Jiménez",623,0.0160513643659711,0.105263157894737
"231",2,1,"BAJA CALIFORNIA","ENSENADA",16,1310,143,"Ensenada",3125,0.04576,0.109160305343511
"232",2,2,"BAJA CALIFORNIA","MEXICALI",30,6127,1123,"Mexicali",5923,0.189599864933311,0.183287089929819
"233",2,3,"BAJA CALIFORNIA","TECATE",2,256,53,"Tecate",579,0.0915371329879102,0.20703125
"234",2,4,"BAJA CALIFORNIA","TIJUANA",52,3210,1008,"Tijuana",10235,0.098485588666341,0.314018691588785
"235",2,5,"BAJA CALIFORNIA","PLAYAS DE ROSARITO",2,123,20,"Playas de Rosarito",600,0.0333333333333333,0.16260162601626
"236",20,107,"OAXACA","SAN ANTONIO DE LA CAL",6,164,23,"San Antonio de la Cal",100,0.23,0.140243902439024
"237",20,115,"OAXACA","SAN BARTOLO COYOTEPEC",0,63,5,"San Bartolo Coyotepec",41,0.121951219512195,0.0793650793650794
"238",20,157,"OAXACA","SAN JACINTO AMILPAS",1,128,8,"San Jacinto Amilpas",49,0.163265306122449,0.0625
"239",20,184,"OAXACA","SAN JUAN BAUTISTA TUXTEPEC",18,914,136,"San Juan Bautista Tuxtepec",1046,0.130019120458891,0.148796498905908
"240",20,227,"OAXACA","SAN LORENZO CACAOTEPEC",0,75,5,"San Lorenzo Cacaotepec",67,0.0746268656716418,0.0666666666666667
"241",20,23,"OAXACA","CUILÁPAM DE GUERRERO",0,61,4,"Cuilápam de Guerrero",122,0.0327868852459016,0.0655737704918033
"242",20,293,"OAXACA","SAN PABLO ETLA",0,83,4,"San Pablo Etla",38,0.105263157894737,0.0481927710843374
"243",20,318,"OAXACA","SAN PEDRO MIXTEPEC",1,74,5,"San Pedro Mixtepec -Dto. 22 -",234,0.0213675213675214,0.0675675675675676
"244",20,350,"OAXACA","SAN SEBASTIÁN TUTLA",0,120,6,"San Sebastián Tutla",52,0.115384615384615,0.05
"245",20,375,"OAXACA","SANTA CRUZ AMILPAS",1,52,5,"Santa Cruz Amilpas",38,0.131578947368421,0.0961538461538462
"246",20,385,"OAXACA","SANTA CRUZ XOXOCOTLÁN",6,553,51,"Santa Cruz Xoxocotlán",365,0.13972602739726,0.0922242314647378
"247",20,39,"OAXACA","HEROICA CIUDAD DE HUAJUAPAN DE LEÓN",9,220,20,"Heroica Ciudad de Huajuapan de León",477,0.0419287211740042,0.0909090909090909
"248",20,390,"OAXACA","SANTA LUCÍA DEL CAMINO",2,319,20,"Santa Lucía del Camino",208,0.0961538461538462,0.0626959247648903
"249",20,399,"OAXACA","SANTA MARÍA ATZOMPA",4,213,14,"Santa María Atzompa",132,0.106060606060606,0.0657276995305164
"250",20,409,"OAXACA","SANTA MARÍA DEL TULE",1,61,6,"Santa María del Tule",44,0.136363636363636,0.0983606557377049
"251",20,43,"OAXACA","JUCHITÁN DE ZARAGOZA",22,115,19,"Heroica Ciudad de Juchitán de Zaragoza",629,0.0302066772655008,0.165217391304348
"252",20,482,"OAXACA","SANTIAGO PINOTEPA NACIONAL",0,65,7,"Santiago Pinotepa Nacional",279,0.025089605734767,0.107692307692308
"253",20,515,"OAXACA","SANTO DOMINGO TEHUANTEPEC",18,115,15,"Santo Domingo Tehuantepec",431,0.0348027842227378,0.130434782608696
"254",20,551,"OAXACA","TLACOLULA DE MATAMOROS",0,77,11,"Tlacolula de Matamoros",209,0.0526315789473684,0.142857142857143
"255",20,565,"OAXACA","VILLA DE ZAACHILA",5,167,12,"Villa de Zaachila",165,0.0727272727272727,0.0718562874251497
"256",20,59,"OAXACA","MIAHUATLÁN DE PORFIRIO DÍAZ",2,72,8,"Miahuatlán de Porfirio Díaz",311,0.0257234726688103,0.111111111111111
"257",20,67,"OAXACA","OAXACA DE JUÁREZ",23,2060,162,"Oaxaca de Juárez",1795,0.0902506963788301,0.0786407766990291
"258",20,68,"OAXACA","OCOTLÁN DE MORELOS",2,82,7,"Ocotlán de Morelos",188,0.0372340425531915,0.0853658536585366
"259",20,79,"OAXACA","SALINA CRUZ",67,224,39,"Salina Cruz",549,0.0710382513661202,0.174107142857143
"260",21,1,"PUEBLA","ACAJETE",3,58,14,"Acajete",359,0.0389972144846797,0.241379310344828
"261",21,106,"PUEBLA","OCOYUCAN",6,61,12,"Ocoyucan",172,0.0697674418604651,0.19672131147541
"262",21,114,"PUEBLA","PUEBLA",265,9559,1084,"Puebla",10038,0.107989639370393,0.113400983366461
"263",21,119,"PUEBLA","SAN ANDRÉS CHOLULA",13,439,50,"San Andrés Cholula",546,0.0915750915750916,0.113895216400911
"264",21,132,"PUEBLA","SAN MARTÍN TEXMELUCAN",13,351,64,"San Martín Texmelucan",846,0.0756501182033097,0.182336182336182
"265",21,140,"PUEBLA","SAN PEDRO CHOLULA",8,358,39,"San Pedro Cholula",771,0.0505836575875486,0.108938547486034
"266",21,15,"PUEBLA","AMOZOC",4,119,24,"Amozoc",384,0.0625,0.201680672268908
"267",21,154,"PUEBLA","TECAMACHALCO",10,114,17,"Tecamachalco",388,0.0438144329896907,0.149122807017544
"268",21,156,"PUEBLA","TEHUACÁN",8,654,124,"Tehuacán",1557,0.0796403339755941,0.18960244648318
"269",21,164,"PUEBLA","TEPEACA",14,151,18,"Tepeaca",446,0.0403587443946188,0.119205298013245
"270",21,174,"PUEBLA","TEZIUTLÁN",2,94,8,"Teziutlán",618,0.0129449838187702,0.0851063829787234
"271",21,19,"PUEBLA","ATLIXCO",11,210,32,"Atlixco",991,0.0322906155398587,0.152380952380952
"272",21,197,"PUEBLA","XICOTEPEC",4,66,8,"Xicotepec",489,0.016359918200409,0.121212121212121
"273",21,208,"PUEBLA","ZACATLÁN",3,54,6,"Zacatlán",442,0.0135746606334842,0.111111111111111
"274",21,41,"PUEBLA","CUAUTLANCINGO",4,183,22,"Cuautlancingo",393,0.0559796437659033,0.120218579234973
"275",21,45,"PUEBLA","CHALCHICOMULA DE SESMA",3,60,9,"Chalchicomula de Sesma",288,0.03125,0.15
"276",21,53,"PUEBLA","CHIGNAHUAPAN",0,56,4,"Chignahuapan",311,0.0128617363344051,0.0714285714285714
"277",21,71,"PUEBLA","HUAUCHINANGO",4,176,27,"Huauchinango",637,0.0423861852433281,0.153409090909091
"278",21,74,"PUEBLA","HUEJOTZINGO",6,240,24,"Huejotzingo",396,0.0606060606060606,0.1
"279",21,85,"PUEBLA","IZÚCAR DE MATAMOROS",4,103,9,"Izúcar de Matamoros",592,0.0152027027027027,0.087378640776699
"280",22,11,"QUERÉTARO","EL MARQUÉS",3,153,32,"El Marqués",683,0.0468521229868228,0.209150326797386
"281",22,12,"QUERÉTARO","PEDRO ESCOBEDO",1,59,10,"Pedro Escobedo",339,0.0294985250737463,0.169491525423729
"282",22,14,"QUERÉTARO","QUERÉTARO",23,1780,231,"Querétaro",4736,0.0487753378378378,0.129775280898876
"283",22,16,"QUERÉTARO","SAN JUAN DEL RÍO",1,258,37,"San Juan del Río",1339,0.0276325616131441,0.143410852713178
"284",22,6,"QUERÉTARO","CORREGIDORA",4,156,16,"Corregidora",755,0.0211920529801325,0.102564102564103
"285",23,1,"QUINTANA ROO","COZUMEL",9,133,25,"Cozumel",367,0.0681198910081744,0.18796992481203
"286",23,2,"QUINTANA ROO","FELIPE CARRILLO PUERTO",0,83,12,"Felipe Carrillo Puerto",374,0.0320855614973262,0.144578313253012
"287",23,4,"QUINTANA ROO","OTHÓN P. BLANCO",20,1273,57,"Othón P. Blanco",1234,0.0461912479740681,0.0447761194029851
"288",23,5,"QUINTANA ROO","BENITO JUÁREZ",168,2875,553,"Benito Juárez",3371,0.164046277069119,0.192347826086957
"289",23,7,"QUINTANA ROO","LÁZARO CÁRDENAS",2,74,6,"Lázaro Cárdenas",144,0.0416666666666667,0.0810810810810811
"290",23,8,"QUINTANA ROO","SOLIDARIDAD",26,771,78,"Solidaridad",846,0.0921985815602837,0.101167315175097
"291",23,9,"QUINTANA ROO","TULUM",2,98,5,"Tulum",157,0.0318471337579618,0.0510204081632653
"292",24,11,"SAN LUIS POTOSÍ","CIUDAD FERNÁNDEZ",1,57,2,"Ciudad Fernández",309,0.00647249190938511,0.0350877192982456
"293",24,13,"SAN LUIS POTOSÍ","CIUDAD VALLES",7,864,28,"Ciudad Valles",1113,0.0251572327044025,0.0324074074074074
"294",24,20,"SAN LUIS POTOSÍ","MATEHUALA",1,130,3,"Matehuala",511,0.00587084148727984,0.0230769230769231
"295",24,24,"SAN LUIS POTOSÍ","RIOVERDE",1,143,5,"Rioverde",761,0.00657030223390276,0.034965034965035
"296",24,28,"SAN LUIS POTOSÍ","SAN LUIS POTOSÍ",46,1705,112,"San Luis Potosí",4743,0.0236137465738984,0.0656891495601173
"297",24,35,"SAN LUIS POTOSÍ","SOLEDAD DE GRACIANO SÁNCHEZ",10,293,30,"Soledad de Graciano Sánchez",1296,0.0231481481481481,0.102389078498294
"298",24,37,"SAN LUIS POTOSÍ","TAMAZUNCHALE",4,592,32,"Tamazunchale",588,0.054421768707483,0.0540540540540541
"299",24,40,"SAN LUIS POTOSÍ","TAMUÍN",2,63,7,"Tamuín",249,0.0281124497991968,0.111111111111111
"300",24,53,"SAN LUIS POTOSÍ","AXTLA DE TERRAZAS",1,75,1,"Axtla de Terrazas",236,0.00423728813559322,0.0133333333333333
"301",24,54,"SAN LUIS POTOSÍ","XILITLA",0,126,3,"Xilitla",315,0.00952380952380952,0.0238095238095238
"302",24,57,"SAN LUIS POTOSÍ","MATLAPA",2,78,5,"Matlapa",200,0.025,0.0641025641025641
"303",25,1,"SINALOA","AHOME",116,1712,378,"Ahome",2378,0.158957106812447,0.220794392523364
"304",25,10,"SINALOA","EL FUERTE",16,164,34,"El Fuerte",609,0.0558292282430213,0.207317073170732
"305",25,11,"SINALOA","GUASAVE",50,1721,253,"Guasave",1702,0.148648648648649,0.147007553747821
