"","FECHA_DEF","registros_dia_4","registros_dia_5","registros_dia_6","registros_dia_7","registros_dia_8","registros_dia_9","registros_dia_10","registros_dia_11","registros_dia_12","registros_dia_13","registros_dia_14","registros_dia_15","registros_dia_16","registros_dia_17","registros_dia_18","registros_dia_19","registros_dia_20","registros_dia_21","registros_dia_22","registros_dia_23","registros_dia_24","registros_dia_25","registros_dia_26","registros_dia_27","registros_dia_28","registros_dia_29","registros_dia_30","registros_dia_31","registros_dia_32","registros_dia_33","registros_dia_34","registros_dia_35","registros_dia_36","registros_dia_37","registros_dia_38","registros_dia_39","registros_dia_40","registros_dia_41","registros_dia_42","registros_dia_43","registros_dia_44","registros_dia_45","registros_dia_46","registros_dia_47","registros_dia_48","registros_dia_49","registros_dia_50","registros_dia_51","registros_dia_52","registros_dia_53","registros_dia_54","registros_dia_55","registros_dia_56","registros_dia_57","registros_dia_58","registros_dia_59","registros_dia_60","acumulados_estimados","tasa_4dias","tasa_suave","Estado","Abreviatura","por_dia_suave","suave_duplex"
"54","2020-06-04",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.12266474758988,5.12266474758988,5.12266474758989,5.12266474758989,5.12266474758989,5.12266474758989,5.12266474758989,5.12266474758989,5.12266474758989,5.1226647475899,5.1226647475899,5.1226647475899,5.1226647475899,5.1226647475899,5.1226647475899,5.1226647475899,5.1226647475899,5.1226647475899,426.436800873244,1.07144924842524,1.06940903673197,"QUINTANA ROO","QR",6.02613242837273,41.31643543015
"55","2020-06-05",5,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8.11789772727273,8.11789772727273,8.14544226175404,8.14544226175404,8.14544226175404,8.14544226175404,8.14544226175404,8.14544226175404,8.14544226175404,8.14544226175404,8.14544226175404,8.14544226175404,8.14544226175404,8.14544226175404,8.14544226175404,8.14544226175404,8.14544226175404,8.14544226175404,8.14544226175404,8.14544226175405,434.582243134998,1.05995669057317,1.06402026343426,"QUINTANA ROO","QR",7.67161132681443,44.679944438764
"56","2020-06-06",7,7,7,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9.40465892645704,9.40465892645704,9.40533974200297,9.40533974200297,9.40533974200297,9.40533974200297,9.40533974200297,9.40533974200297,9.40533974200297,9.40533974200297,9.40533974200297,9.40533974200298,9.40533974200298,9.40533974200298,9.40533974200298,9.40533974200298,9.40533974200298,9.40533974200298,9.40533974200298,9.40533974200298,443.987582877001,1.06471842416547,1.06849008389108,"QUINTANA ROO","QR",8.38939380081408,41.8525972018395
"57","2020-06-07",10,10,10,10,10,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12.9557401284569,12.9557401284569,12.9557401284569,12.9557401284569,12.9557401284569,12.9557401284569,12.9557401284569,12.9557401284569,12.9557401284569,12.9557401284569,12.9557401284569,12.9557401284569,12.955740128457,12.955740128457,12.955740128457,12.955740128457,12.955740128457,12.955740128457,12.955740128457,12.955740128457,456.943323005458,1.08456679666019,1.07937733025683,"QUINTANA ROO","QR",10.5368277520696,36.2978737313808
"58","2020-06-08",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.16803075969096,5.16803075969096,5.16803075969096,5.16803075969096,5.16803075969096,5.16803075969097,5.16803075969097,5.16803075969097,5.16803075969097,5.16803075969097,5.16803075969097,5.16803075969097,5.16803075969097,5.16803075969097,5.16803075969097,5.16803075969097,5.16803075969098,5.16803075969098,462.111353765149,1.08365730354147,1.08290868733316,"QUINTANA ROO","QR",6.59097499016732,34.8093672245288
"59","2020-06-09",6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7.09152508299517,7.09152508299517,7.13027719366205,7.13027719366205,7.13027719366206,7.13027719366206,7.13027719366206,7.13027719366206,7.13027719366206,7.13027719366206,7.13027719366206,7.13027719366206,7.13027719366206,7.13027719366206,7.13027719366206,7.13027719366207,7.13027719366207,7.13027719366207,7.13027719366207,7.13027719366207,469.241630958811,1.07975334558952,1.07967444333135,"QUINTANA ROO","QR",7.26774053175675,36.1675559731419
"60","2020-06-10",7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8.23688371415998,8.23688371415998,8.28201170654575,8.28201170654575,8.28201170654576,8.28201170654576,8.28201170654576,8.28201170654576,8.28201170654576,8.28201170654576,8.28201170654576,8.28201170654576,8.28201170654576,8.28201170654576,8.28201170654576,8.28201170654576,8.28201170654576,8.28201170654576,8.28201170654576,8.28201170654577,477.523642665357,1.0755337786049,1.07125809550565,"QUINTANA ROO","QR",7.92373351985771,40.2794966737224
"61","2020-06-11",1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.19125380143631,4.19125380143631,4.19125380143632,4.19125380143632,4.19125380143632,4.19125380143632,4.19125380143632,4.19125380143632,4.19125380143632,4.19125380143632,4.19125380143632,4.19125380143632,4.19125380143632,4.19125380143632,4.19125380143632,4.19125380143632,4.19125380143633,4.19125380143633,481.714896466794,1.0542114792233,1.06001716740629,"QUINTANA ROO","QR",5.87067442203935,47.5694225141026
"62","2020-06-12",4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6.16812609457093,6.16812609457093,6.16812609457093,6.16812609457093,6.16812609457093,6.16812609457093,6.16812609457093,6.24129037362477,6.24129037362478,6.32641842234874,6.32641842234874,6.32641842234875,6.32641842234875,6.32641842234875,6.32641842234875,6.32641842234875,6.32641842234875,6.32641842234875,6.32641842234875,6.32641842234876,6.32641842234876,6.32641842234876,6.32641842234876,6.32641842234876,6.32641842234876,6.32641842234876,6.32641842234876,488.041314889142,1.05611193257366,1.05497697911213,"QUINTANA ROO","QR",7.013491337168,51.8057423101027
"63","2020-06-13",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6.09819044147364,6.09819044147364,6.09819044147364,6.09819044147364,6.09819044147364,6.09819044147364,6.09819044147364,6.18789735954613,6.18789735954613,6.29187300307524,6.29187300307524,6.29187300307524,6.29187300307524,6.29187300307524,6.29187300307524,6.29187300307525,6.29187300307525,6.29187300307525,6.29187300307525,6.29187300307525,6.29187300307525,6.29187300307525,6.29187300307525,6.29187300307525,6.29187300307525,6.29187300307525,6.29187300307525,494.333187892217,1.05347257207792,1.05286237662042,"QUINTANA ROO","QR",6.88037054886382,53.8235808290637
