"","ENTIDAD_RES","MUNICIPIO_RES","Nombre_Estado","UCI","positivos","decesos","Nombre_municipio","Defunciones_2018","porc_aumento","CFR_municipal"
"456",21,45,"PUEBLA",4,159,17,"Chalchicomula de Sesma",288,0.0590277777777778,0.106918238993711
"457",21,47,"PUEBLA",2,53,8,"Chiautla",177,0.0451977401129944,0.150943396226415
"458",21,51,"PUEBLA",2,88,19,"Chietla",310,0.0612903225806452,0.215909090909091
"459",21,53,"PUEBLA",3,198,23,"Chignahuapan",311,0.0739549839228296,0.116161616161616
"460",21,54,"PUEBLA",0,56,8,"Chignautla",182,0.043956043956044,0.142857142857143
"461",21,71,"PUEBLA",7,389,57,"Huauchinango",637,0.0894819466248038,0.146529562982005
"462",21,74,"PUEBLA",14,479,54,"Huejotzingo",396,0.136363636363636,0.112734864300626
"463",21,85,"PUEBLA",4,187,27,"Izúcar de Matamoros",592,0.0456081081081081,0.144385026737968
"464",21,94,"PUEBLA",4,64,9,"Libres",173,0.0520231213872832,0.140625
"465",22,11,"QUERÉTARO",8,461,64,"El Marqués",683,0.0937042459736457,0.13882863340564
"466",22,12,"QUERÉTARO",5,201,24,"Pedro Escobedo",339,0.0707964601769911,0.119402985074627
"467",22,14,"QUERÉTARO",62,6053,589,"Querétaro",4736,0.124366554054054,0.0973071204361474
"468",22,16,"QUERÉTARO",10,677,102,"San Juan del Río",1339,0.0761762509335325,0.150664697193501
"469",22,17,"QUERÉTARO",4,90,19,"Tequisquiapan",390,0.0487179487179487,0.211111111111111
"470",22,4,"QUERÉTARO",1,102,19,"Cadereyta de Montes",363,0.0523415977961433,0.186274509803922
"471",22,5,"QUERÉTARO",2,75,15,"Colón",312,0.0480769230769231,0.2
"472",22,6,"QUERÉTARO",8,557,40,"Corregidora",755,0.0529801324503311,0.0718132854578097
"473",22,7,"QUERÉTARO",1,82,12,"Ezequiel Montes",214,0.0560747663551402,0.146341463414634
"474",22,9,"QUERÉTARO",3,111,1,"Jalpan de Serra",139,0.00719424460431655,0.00900900900900901
"475",23,1,"QUINTANA ROO",14,358,67,"Cozumel",367,0.182561307901907,0.187150837988827
"476",23,10,"QUINTANA ROO",2,242,9,"Bacalar",195,0.0461538461538462,0.0371900826446281
"477",23,2,"QUINTANA ROO",6,316,46,"Felipe Carrillo Puerto",374,0.122994652406417,0.145569620253165
"478",23,3,"QUINTANA ROO",4,194,13,"Isla Mujeres",97,0.134020618556701,0.0670103092783505
"479",23,4,"QUINTANA ROO",57,3032,173,"Othón P. Blanco",1234,0.140194489465154,0.0570580474934037
"480",23,5,"QUINTANA ROO",244,5341,1062,"Benito Juárez",3371,0.315040047463661,0.198839168695001
"481",23,6,"QUINTANA ROO",1,118,26,"José María Morelos",174,0.149425287356322,0.220338983050847
"482",23,7,"QUINTANA ROO",6,263,20,"Lázaro Cárdenas",144,0.138888888888889,0.0760456273764259
"483",23,8,"QUINTANA ROO",67,1435,176,"Solidaridad",846,0.208037825059102,0.122648083623693
"484",23,9,"QUINTANA ROO",11,228,18,"Tulum",157,0.114649681528662,0.0789473684210526
"485",24,1,"SAN LUIS POTOSÍ",3,70,5,"Ahualulco",115,0.0434782608695652,0.0714285714285714
"486",24,10,"SAN LUIS POTOSÍ",5,56,11,"Ciudad del Maíz",209,0.0526315789473684,0.196428571428571
"487",24,11,"SAN LUIS POTOSÍ",9,220,18,"Ciudad Fernández",309,0.058252427184466,0.0818181818181818
"488",24,12,"SAN LUIS POTOSÍ",1,147,8,"Tancanhuitz",140,0.0571428571428571,0.054421768707483
"489",24,13,"SAN LUIS POTOSÍ",27,2992,180,"Ciudad Valles",1113,0.161725067385445,0.0601604278074866
"490",24,14,"SAN LUIS POTOSÍ",0,60,4,"Coxcatlán",140,0.0285714285714286,0.0666666666666667
"491",24,15,"SAN LUIS POTOSÍ",1,104,11,"Charcas",144,0.0763888888888889,0.105769230769231
"492",24,16,"SAN LUIS POTOSÍ",1,138,6,"Ebano",283,0.0212014134275618,0.0434782608695652
"493",24,18,"SAN LUIS POTOSÍ",0,59,1,"Huehuetlán",116,0.00862068965517241,0.0169491525423729
"494",24,20,"SAN LUIS POTOSÍ",13,1163,54,"Matehuala",511,0.105675146771037,0.0464316423043852
"495",24,21,"SAN LUIS POTOSÍ",5,200,22,"Mexquitic de Carmona",311,0.0707395498392283,0.11
"496",24,24,"SAN LUIS POTOSÍ",25,538,42,"Rioverde",761,0.0551905387647832,0.0780669144981413
"497",24,25,"SAN LUIS POTOSÍ",8,87,17,"Salinas",174,0.0977011494252874,0.195402298850575
"498",24,28,"SAN LUIS POTOSÍ",162,10732,761,"San Luis Potosí",4743,0.16044697448872,0.0709094297428252
"499",24,3,"SAN LUIS POTOSÍ",0,102,8,"Aquismón",313,0.0255591054313099,0.0784313725490196
"500",24,32,"SAN LUIS POTOSÍ",5,203,23,"Santa María del Río",277,0.0830324909747292,0.113300492610837
"501",24,34,"SAN LUIS POTOSÍ",0,61,6,"San Vicente Tancuayalab",99,0.0606060606060606,0.0983606557377049
"502",24,35,"SAN LUIS POTOSÍ",31,1763,161,"Soledad de Graciano Sánchez",1296,0.124228395061728,0.0913216108905275
"503",24,36,"SAN LUIS POTOSÍ",1,69,14,"Tamasopo",216,0.0648148148148148,0.202898550724638
"504",24,37,"SAN LUIS POTOSÍ",6,1131,71,"Tamazunchale",588,0.120748299319728,0.0627763041556145
"505",24,40,"SAN LUIS POTOSÍ",3,204,18,"Tamuín",249,0.072289156626506,0.0882352941176471
"506",24,41,"SAN LUIS POTOSÍ",0,89,3,"Tanlajás",114,0.0263157894736842,0.0337078651685393
"507",24,42,"SAN LUIS POTOSÍ",0,125,6,"Tanquián de Escobedo",91,0.0659340659340659,0.048
"508",24,49,"SAN LUIS POTOSÍ",7,53,9,"Villa de Ramos",201,0.0447761194029851,0.169811320754717
"509",24,5,"SAN LUIS POTOSÍ",1,82,7,"Cárdenas",175,0.04,0.0853658536585366
"510",24,50,"SAN LUIS POTOSÍ",8,138,28,"Villa de Reyes",277,0.101083032490975,0.202898550724638
"511",24,53,"SAN LUIS POTOSÍ",2,251,9,"Axtla de Terrazas",236,0.038135593220339,0.0358565737051793
"512",24,54,"SAN LUIS POTOSÍ",0,285,10,"Xilitla",315,0.0317460317460317,0.0350877192982456
"513",24,56,"SAN LUIS POTOSÍ",2,83,8,"Villa de Arista",76,0.105263157894737,0.0963855421686747
"514",24,57,"SAN LUIS POTOSÍ",3,216,19,"Matlapa",200,0.095,0.087962962962963
"515",24,58,"SAN LUIS POTOSÍ",0,93,11,"El Naranjo",137,0.0802919708029197,0.118279569892473
"516",24,7,"SAN LUIS POTOSÍ",2,69,8,"Cedral",101,0.0792079207920792,0.115942028985507
"517",25,1,"SINALOA",179,2458,622,"Ahome",2378,0.261564339781329,0.253051261187958
"518",25,10,"SINALOA",23,263,69,"El Fuerte",609,0.113300492610837,0.262357414448669
"519",25,11,"SINALOA",71,2568,393,"Guasave",1702,0.23090481786134,0.15303738317757
"520",25,12,"SINALOA",181,3317,500,"Mazatlán",2599,0.192381685263563,0.150738619234248
"521",25,13,"SINALOA",14,100,29,"Mocorito",314,0.0923566878980892,0.29
"522",25,14,"SINALOA",7,130,19,"Rosario",292,0.0650684931506849,0.146153846153846
"523",25,15,"SINALOA",26,716,127,"Salvador Alvarado",431,0.294663573085847,0.177374301675978
"524",25,17,"SINALOA",14,267,33,"Sinaloa",497,0.0663983903420523,0.123595505617978
"525",25,18,"SINALOA",31,575,114,"Navolato",772,0.147668393782383,0.198260869565217
"526",25,2,"SINALOA",16,269,64,"Angostura",314,0.203821656050955,0.237918215613383
"527",25,3,"SINALOA",3,97,11,"Badiraguato",154,0.0714285714285714,0.11340206185567
"528",25,5,"SINALOA",3,63,3,"Cosalá",83,0.036144578313253,0.0476190476190476
"529",25,6,"SINALOA",353,6895,1032,"Culiacán",4765,0.216579223504722,0.14967367657723
"530",25,8,"SINALOA",7,51,12,"Elota",224,0.0535714285714286,0.235294117647059
"531",25,9,"SINALOA",7,291,47,"Escuinapa",318,0.147798742138365,0.161512027491409
"532",26,12,"SONORA",0,94,19,"Bácum",167,0.11377245508982,0.202127659574468
"533",26,17,"SONORA",10,1071,57,"Caborca",561,0.101604278074866,0.0532212885154062
"534",26,18,"SONORA",49,3661,585,"Cajeme",2867,0.204046041158005,0.159792406446326
"535",26,19,"SONORA",13,254,19,"Cananea",264,0.071969696969697,0.0748031496062992
"536",26,2,"SONORA",2,570,73,"Agua Prieta",449,0.162583518930958,0.128070175438597
"537",26,25,"SONORA",2,270,56,"Empalme",425,0.131764705882353,0.207407407407407
"538",26,26,"SONORA",1,149,37,"Etchojoa",500,0.074,0.248322147651007
"539",26,29,"SONORA",12,1276,189,"Guaymas",1106,0.170886075949367,0.148119122257053
"540",26,3,"SONORA",0,61,3,"Alamos",178,0.0168539325842697,0.0491803278688525
"541",26,30,"SONORA",150,10328,932,"Hermosillo",4834,0.192800992966487,0.0902401239349342
"542",26,33,"SONORA",6,350,63,"Huatabampo",570,0.110526315789474,0.18
"543",26,36,"SONORA",4,180,26,"Magdalena",210,0.123809523809524,0.144444444444444
"544",26,41,"SONORA",0,66,4,"Nacozari de García",63,0.0634920634920635,0.0606060606060606
"545",26,42,"SONORA",17,1106,125,"Navojoa",1069,0.116931711880262,0.113019891500904
"546",26,43,"SONORA",24,2039,263,"Nogales",1114,0.236086175942549,0.128984796468857
"547",26,47,"SONORA",0,79,3,"Pitiquito",56,0.0535714285714286,0.0379746835443038
"548",26,48,"SONORA",1,220,27,"Puerto Peñasco",312,0.0865384615384615,0.122727272727273
"549",26,55,"SONORA",15,1687,247,"San Luis Río Colorado",1182,0.208967851099831,0.146413752222881
"550",26,58,"SONORA",0,103,9,"Santa Ana",110,0.0818181818181818,0.087378640776699
"551",26,70,"SONORA",0,89,11,"General Plutarco Elías Calles",83,0.132530120481928,0.123595505617978
"552",27,1,"TABASCO",2,649,49,"Balancán",352,0.139204545454545,0.0755007704160247
"553",27,10,"TABASCO",10,1306,90,"Jalpa de Méndez",473,0.190274841437632,0.0689127105666156
"554",27,11,"TABASCO",0,362,14,"Jonuta",175,0.08,0.0386740331491713
"555",27,12,"TABASCO",32,1791,162,"Macuspana",1016,0.159448818897638,0.0904522613065327
"556",27,13,"TABASCO",28,2482,182,"Nacajuca",597,0.304857621440536,0.0733279613215149
"557",27,14,"TABASCO",25,805,106,"Paraíso",505,0.20990099009901,0.13167701863354
"558",27,15,"TABASCO",0,471,29,"Tacotalpa",280,0.103571428571429,0.0615711252653928
"559",27,16,"TABASCO",6,622,103,"Teapa",400,0.2575,0.165594855305466
"560",27,17,"TABASCO",2,1010,66,"Tenosique",348,0.189655172413793,0.0653465346534653
"561",27,2,"TABASCO",19,1914,200,"Cárdenas",1335,0.149812734082397,0.104493207941484
"562",27,3,"TABASCO",14,692,75,"Centla",648,0.115740740740741,0.108381502890173
"563",27,4,"TABASCO",197,14885,1160,"Centro",3883,0.298738089106361,0.0779308028216325
"564",27,5,"TABASCO",42,1193,200,"Comalcalco",1143,0.174978127734033,0.167644593461861
"565",27,6,"TABASCO",12,1262,80,"Cunduacán",765,0.104575163398693,0.063391442155309
"566",27,7,"TABASCO",2,441,45,"Emiliano Zapata",204,0.220588235294118,0.102040816326531
"567",27,8,"TABASCO",12,834,124,"Huimanguillo",1163,0.106620808254514,0.148681055155875
"568",27,9,"TABASCO",3,536,47,"Jalapa",246,0.191056910569106,0.0876865671641791
"569",28,2,"TAMAULIPAS",1,58,3,"Aldama",195,0.0153846153846154,0.0517241379310345
"570",28,21,"TAMAULIPAS",3,1044,83,"El Mante",878,0.0945330296127563,0.0795019157088123
"571",28,22,"TAMAULIPAS",15,4916,342,"Matamoros",2432,0.140625,0.0695687550854353
"572",28,25,"TAMAULIPAS",1,250,10,"Miguel Alemán",164,0.0609756097560976,0.04
"573",28,27,"TAMAULIPAS",17,2326,302,"Nuevo Laredo",2102,0.143672692673644,0.129836629406707
"574",28,3,"TAMAULIPAS",14,2129,120,"Altamira",952,0.126050420168067,0.0563644903710662
"575",28,30,"TAMAULIPAS",2,59,1,"Padilla",120,0.00833333333333333,0.0169491525423729
"576",28,32,"TAMAULIPAS",85,5053,564,"Reynosa",3562,0.158338012352611,0.111616861270532
"577",28,33,"TAMAULIPAS",11,673,64,"Río Bravo",778,0.0822622107969152,0.0950965824665676
"578",28,35,"TAMAULIPAS",1,348,15,"San Fernando",349,0.0429799426934097,0.0431034482758621
"579",28,37,"TAMAULIPAS",1,95,1,"Soto la Marina",114,0.0087719298245614,0.0105263157894737
"580",28,38,"TAMAULIPAS",41,4501,303,"Tampico",1915,0.15822454308094,0.0673183736947345
"581",28,40,"TAMAULIPAS",2,434,20,"Valle Hermoso",367,0.0544959128065395,0.0460829493087558
"582",28,41,"TAMAULIPAS",25,3118,117,"Victoria",2090,0.0559808612440191,0.0375240538806927
"583",28,43,"TAMAULIPAS",0,112,7,"Xicoténcatl",186,0.0376344086021505,0.0625
"584",28,7,"TAMAULIPAS",0,71,3,"Camargo",119,0.0252100840336134,0.0422535211267606
"585",28,9,"TAMAULIPAS",22,2679,132,"Ciudad Madero",1219,0.108285479901559,0.0492721164613662
"586",29,1,"TLAXCALA",5,91,12,"Amaxac de Guerrero",57,0.210526315789474,0.131868131868132
"587",29,10,"TLAXCALA",36,512,91,"Chiautempan",360,0.252777777777778,0.177734375
"588",29,13,"TLAXCALA",48,457,58,"Huamantla",451,0.12860310421286,0.12691466083151
"589",29,15,"TLAXCALA",13,164,29,"Ixtacuixtla de Mariano Matamoros",199,0.14572864321608,0.176829268292683
"590",29,18,"TLAXCALA",17,273,47,"Contla de Juan Cuamatzi",208,0.225961538461538,0.172161172161172
"591",29,19,"TLAXCALA",17,61,14,"Tepetitla de Lardizábal",114,0.12280701754386,0.229508196721311
"592",29,2,"TLAXCALA",10,138,18,"Apetatitlán de Antonio Carvajal",79,0.227848101265823,0.130434782608696
"593",29,23,"TLAXCALA",22,104,19,"Natívitas",162,0.117283950617284,0.182692307692308
"594",29,24,"TLAXCALA",6,132,14,"Panotla",192,0.0729166666666667,0.106060606060606
"595",29,25,"TLAXCALA",19,218,52,"San Pablo del Monte",397,0.130982367758186,0.238532110091743
"596",29,26,"TLAXCALA",6,135,22,"Santa Cruz Tlaxcala",108,0.203703703703704,0.162962962962963
"597",29,27,"TLAXCALA",12,63,17,"Tenancingo",83,0.204819277108434,0.26984126984127
"598",29,28,"TLAXCALA",14,94,19,"Teolocholco",115,0.165217391304348,0.202127659574468
"599",29,29,"TLAXCALA",8,96,12,"Tepeyanco",71,0.169014084507042,0.125
"600",29,31,"TLAXCALA",8,149,14,"Tetla de la Solidaridad",160,0.0875,0.0939597315436242
"601",29,32,"TLAXCALA",8,59,8,"Tetlatlahuca",64,0.125,0.135593220338983
"602",29,33,"TLAXCALA",60,1297,148,"Tlaxcala",496,0.298387096774194,0.114109483423285
"603",29,34,"TLAXCALA",8,187,16,"Tlaxco",196,0.0816326530612245,0.0855614973262032
"604",29,36,"TLAXCALA",9,166,23,"Totolac",131,0.175572519083969,0.13855421686747
"605",29,38,"TLAXCALA",8,116,6,"Tzompantepec",90,0.0666666666666667,0.0517241379310345
"606",29,39,"TLAXCALA",10,106,21,"Xaloztoc",106,0.19811320754717,0.19811320754717
"607",29,40,"TLAXCALA",3,61,7,"Xaltocan",58,0.120689655172414,0.114754098360656
"608",29,41,"TLAXCALA",15,142,35,"Papalotla de Xicohténcatl",142,0.246478873239437,0.246478873239437
"609",29,42,"TLAXCALA",6,72,9,"Xicohtzinco",70,0.128571428571429,0.125
"610",29,43,"TLAXCALA",12,210,16,"Yauhquemehcan",170,0.0941176470588235,0.0761904761904762
"611",29,44,"TLAXCALA",26,356,53,"Zacatelco",250,0.212,0.148876404494382
"612",29,48,"TLAXCALA",7,78,17,"La Magdalena Tlaltelulco",87,0.195402298850575,0.217948717948718
"613",29,5,"TLAXCALA",53,846,99,"Apizaco",489,0.202453987730061,0.117021276595745
"614",29,6,"TLAXCALA",7,208,43,"Calpulalpan",254,0.169291338582677,0.206730769230769
"615",29,7,"TLAXCALA",8,54,8,"El Carmen Tequexquitla",83,0.0963855421686747,0.148148148148148
"616",3,1,"BAJA CALIFORNIA SUR",6,546,44,"Comondú",430,0.102325581395349,0.0805860805860806
"617",3,2,"BAJA CALIFORNIA SUR",6,748,27,"Mulegé",303,0.0891089108910891,0.036096256684492
"618",3,3,"BAJA CALIFORNIA SUR",98,5261,197,"La Paz",1556,0.126606683804627,0.0374453525945638
"619",3,8,"BAJA CALIFORNIA SUR",54,2854,169,"Los Cabos",1055,0.160189573459716,0.0592151366503153
"620",3,9,"BAJA CALIFORNIA SUR",2,399,10,"Loreto",97,0.103092783505155,0.025062656641604
"621",30,100,"VERACRUZ",2,68,16,"Manlio Fabio Altamirano",180,0.0888888888888889,0.235294117647059
"622",30,101,"VERACRUZ",1,228,21,"Mariano Escobedo",161,0.130434782608696,0.0921052631578947
"623",30,102,"VERACRUZ",7,456,66,"Martínez de la Torre",755,0.0874172185430464,0.144736842105263
"624",30,105,"VERACRUZ",8,339,45,"Medellín",379,0.118733509234828,0.132743362831858
"625",30,108,"VERACRUZ",10,895,185,"Minatitlán",1148,0.161149825783972,0.206703910614525
"626",30,109,"VERACRUZ",5,91,12,"Misantla",473,0.025369978858351,0.131868131868132
"627",30,11,"VERACRUZ",7,243,24,"Alvarado",421,0.0570071258907363,0.0987654320987654
"628",30,115,"VERACRUZ",10,355,19,"Nogales",313,0.060702875399361,0.0535211267605634
"629",30,118,"VERACRUZ",24,1807,85,"Orizaba",1054,0.0806451612903226,0.0470392916436082
"630",30,123,"VERACRUZ",4,482,24,"Pánuco",513,0.0467836257309941,0.0497925311203319
"631",30,124,"VERACRUZ",42,364,60,"Papantla",1188,0.0505050505050505,0.164835164835165
"632",30,126,"VERACRUZ",0,92,16,"Paso de Ovejas",284,0.0563380281690141,0.173913043478261
"633",30,128,"VERACRUZ",3,210,42,"Perote",387,0.108527131782946,0.2
"634",30,131,"VERACRUZ",159,1599,215,"Poza Rica de Hidalgo",1526,0.14089121887287,0.134459036898061
"635",30,133,"VERACRUZ",0,101,14,"Pueblo Viejo",254,0.0551181102362205,0.138613861386139
"636",30,134,"VERACRUZ",0,125,14,"Puente Nacional",154,0.0909090909090909,0.112
"637",30,135,"VERACRUZ",2,98,6,"Rafael Delgado",111,0.0540540540540541,0.0612244897959184
"638",30,138,"VERACRUZ",8,517,29,"Río Blanco",359,0.0807799442896936,0.0560928433268859
"639",30,14,"VERACRUZ",3,121,10,"Amatlán de los Reyes",277,0.036101083032491,0.0826446280991736
"640",30,141,"VERACRUZ",21,355,96,"San Andrés Tuxtla",1043,0.0920421860019175,0.270422535211268
"641",30,143,"VERACRUZ",8,82,23,"Santiago Tuxtla",380,0.0605263157894737,0.280487804878049
"642",30,148,"VERACRUZ",5,64,12,"Soledad de Doblado",217,0.0552995391705069,0.1875
"643",30,15,"VERACRUZ",3,82,27,"Angel R. Cabada",296,0.0912162162162162,0.329268292682927
"644",30,155,"VERACRUZ",4,69,13,"Tantoyuca",627,0.0207336523125997,0.188405797101449
"645",30,16,"VERACRUZ",1,460,36,"La Antigua",243,0.148148148148148,0.0782608695652174
"646",30,160,"VERACRUZ",13,112,12,"Álamo Temapache",798,0.0150375939849624,0.107142857142857
"647",30,169,"VERACRUZ",1,85,7,"José Azueta",181,0.0386740331491713,0.0823529411764706
"648",30,174,"VERACRUZ",28,301,44,"Tierra Blanca",763,0.0576671035386632,0.146179401993355
"649",30,175,"VERACRUZ",36,195,35,"Tihuatlán",630,0.0555555555555556,0.179487179487179
"650",30,178,"VERACRUZ",1,52,7,"Tlacotalpan",139,0.0503597122302158,0.134615384615385
"651",30,181,"VERACRUZ",6,62,9,"Tlalixcoyan",341,0.0263929618768328,0.145161290322581
"652",30,183,"VERACRUZ",4,71,14,"Tlapacoyan",415,0.0337349397590361,0.197183098591549
"653",30,189,"VERACRUZ",53,885,97,"Tuxpan",969,0.100103199174407,0.109604519774011
"654",30,191,"VERACRUZ",0,203,18,"Ursulo Galván",250,0.072,0.0886699507389163
"655",30,193,"VERACRUZ",220,7334,930,"Veracruz",3907,0.238034297414896,0.126806653940551
"656",30,201,"VERACRUZ",1,134,5,"Zongolica",244,0.0204918032786885,0.0373134328358209
"657",30,204,"VERACRUZ",4,157,51,"Agua Dulce",335,0.152238805970149,0.32484076433121
"658",30,205,"VERACRUZ",0,63,5,"El Higo",134,0.0373134328358209,0.0793650793650794
"659",30,206,"VERACRUZ",4,174,49,"Nanchital de Lázaro Cárdenas del Río",137,0.357664233576642,0.281609195402299
"660",30,207,"VERACRUZ",4,210,22,"Tres Valles",322,0.0683229813664596,0.104761904761905
"661",30,208,"VERACRUZ",0,124,15,"Carlos A. Carrillo",213,0.0704225352112676,0.120967741935484
"662",30,22,"VERACRUZ",0,51,2,"Atzacan",119,0.0168067226890756,0.0392156862745098
"663",30,26,"VERACRUZ",0,65,10,"Banderilla",126,0.0793650793650794,0.153846153846154
"664",30,28,"VERACRUZ",26,808,107,"Boca del Río",1059,0.101038715769594,0.132425742574257
"665",30,3,"VERACRUZ",6,154,31,"Acayucan",561,0.0552584670231729,0.201298701298701
"666",30,30,"VERACRUZ",6,236,8,"Camerino Z. Mendoza",230,0.0347826086956522,0.0338983050847458
"667",30,32,"VERACRUZ",3,58,15,"Catemaco",307,0.0488599348534202,0.258620689655172
"668",30,38,"VERACRUZ",1,229,43,"Coatepec",620,0.0693548387096774,0.187772925764192
"669",30,39,"VERACRUZ",26,1958,423,"Coatzacoalcos",2060,0.205339805825243,0.216036772216547
"670",30,4,"VERACRUZ",1,75,13,"Actopan",322,0.0403726708074534,0.173333333333333
"671",30,40,"VERACRUZ",24,228,29,"Coatzintla",403,0.0719602977667494,0.12719298245614
"672",30,44,"VERACRUZ",27,1820,177,"Córdoba",1485,0.119191919191919,0.0972527472527473
"673",30,45,"VERACRUZ",5,753,48,"Cosamaloapan de Carpio",490,0.0979591836734694,0.0637450199203187
"674",30,47,"VERACRUZ",0,67,6,"Coscomatepec",304,0.0197368421052632,0.0895522388059701
"675",30,48,"VERACRUZ",2,365,78,"Cosoleacaque",773,0.100905562742561,0.213698630136986
"676",30,58,"VERACRUZ",3,59,8,"Chicontepec",435,0.0183908045977011,0.135593220338983
"677",30,61,"VERACRUZ",5,197,46,"Las Choapas",473,0.0972515856236787,0.233502538071066
"678",30,65,"VERACRUZ",1,167,19,"Emiliano Zapata",389,0.0488431876606684,0.11377245508982
"679",30,68,"VERACRUZ",4,543,27,"Fortín",348,0.0775862068965517,0.0497237569060773
"680",30,69,"VERACRUZ",7,52,7,"Gutiérrez Zamora",252,0.0277777777777778,0.134615384615385
"681",30,74,"VERACRUZ",0,63,5,"Huiloapan de Cuauhtémoc",43,0.116279069767442,0.0793650793650794
"682",30,77,"VERACRUZ",3,88,10,"Isla",267,0.0374531835205993,0.113636363636364
"683",30,81,"VERACRUZ",0,121,5,"Ixhuatlancillo",118,0.0423728813559322,0.0413223140495868
"684",30,85,"VERACRUZ",5,433,20,"Ixtaczoquitlán",336,0.0595238095238095,0.046189376443418
"685",30,87,"VERACRUZ",16,2127,269,"Xalapa",2944,0.0913722826086956,0.126469205453691
"686",30,89,"VERACRUZ",2,124,35,"Jáltipan",305,0.114754098360656,0.282258064516129
"687",30,92,"VERACRUZ",1,56,10,"Xico",223,0.0448430493273543,0.178571428571429
"688",30,97,"VERACRUZ",0,107,24,"Lerdo de Tejada",168,0.142857142857143,0.224299065420561
"689",31,101,"YUCATÁN",6,494,67,"Umán",292,0.229452054794521,0.135627530364372
"690",31,102,"YUCATÁN",12,1414,30,"Valladolid",416,0.0721153846153846,0.0212164073550212
"691",31,13,"YUCATÁN",2,52,10,"Conkal",63,0.158730158730159,0.192307692307692
"692",31,19,"YUCATÁN",2,117,5,"Chemax",199,0.0251256281407035,0.0427350427350427
"693",31,2,"YUCATÁN",0,82,36,"Acanceh",84,0.428571428571429,0.439024390243902
"694",31,32,"YUCATÁN",0,73,5,"Espita",97,0.0515463917525773,0.0684931506849315
"695",31,33,"YUCATÁN",3,54,17,"Halachó",138,0.123188405797101,0.314814814814815
"696",31,38,"YUCATÁN",1,154,23,"Hunucmá",177,0.129943502824859,0.149350649350649
"697",31,40,"YUCATÁN",2,111,26,"Izamal",227,0.114537444933921,0.234234234234234
"698",31,41,"YUCATÁN",5,459,58,"Kanasín",408,0.142156862745098,0.12636165577342
"699",31,48,"YUCATÁN",1,87,22,"Maxcanú",153,0.143790849673203,0.252873563218391
"700",31,50,"YUCATÁN",139,9987,825,"Mérida",5581,0.147822970793765,0.0826073896064884
"701",31,52,"YUCATÁN",2,155,40,"Motul",215,0.186046511627907,0.258064516129032
"702",31,53,"YUCATÁN",2,68,12,"Muna",92,0.130434782608696,0.176470588235294
"703",31,56,"YUCATÁN",0,84,13,"Oxkutzcab",200,0.065,0.154761904761905
"704",31,58,"YUCATÁN",1,170,2,"Peto",165,0.0121212121212121,0.0117647058823529
"705",31,59,"YUCATÁN",6,408,28,"Progreso",382,0.0732984293193717,0.0686274509803922
"706",31,6,"YUCATÁN",0,109,2,"Buctzotz",68,0.0294117647058824,0.018348623853211
"707",31,65,"YUCATÁN",0,58,1,"San Felipe",6,0.166666666666667,0.0172413793103448
"708",31,75,"YUCATÁN",0,60,1,"Teabo",30,0.0333333333333333,0.0166666666666667
"709",31,76,"YUCATÁN",1,56,15,"Tecoh",116,0.129310344827586,0.267857142857143
"710",31,79,"YUCATÁN",1,375,13,"Tekax",213,0.0610328638497653,0.0346666666666667
"711",31,85,"YUCATÁN",2,210,3,"Temozón",73,0.0410958904109589,0.0142857142857143
"712",31,89,"YUCATÁN",1,707,28,"Ticul",209,0.133971291866029,0.0396039603960396
"713",31,91,"YUCATÁN",1,119,3,"Tinum",68,0.0441176470588235,0.0252100840336134
"714",31,93,"YUCATÁN",0,62,14,"Tixkokob",141,0.099290780141844,0.225806451612903
"715",31,96,"YUCATÁN",2,578,20,"Tizimín",461,0.0433839479392625,0.0346020761245675
"716",32,10,"ZACATECAS",16,1274,119,"Fresnillo",1407,0.0845771144278607,0.0934065934065934
"717",32,17,"ZACATECAS",66,1634,104,"Guadalupe",770,0.135064935064935,0.0636474908200734
"718",32,19,"ZACATECAS",0,74,3,"Jalpa",215,0.013953488372093,0.0405405405405405
"719",32,20,"ZACATECAS",10,114,27,"Jerez",444,0.0608108108108108,0.236842105263158
"720",32,24,"ZACATECAS",0,124,16,"Loreto",266,0.0601503759398496,0.129032258064516
"721",32,26,"ZACATECAS",1,57,6,"Mazapil",102,0.0588235294117647,0.105263157894737
"722",32,32,"ZACATECAS",9,84,11,"Morelos",71,0.154929577464789,0.130952380952381
"723",32,34,"ZACATECAS",0,154,9,"Nochistlán de Mejía",217,0.0414746543778802,0.0584415584415584
"724",32,36,"ZACATECAS",12,111,17,"Ojocaliente",247,0.0688259109311741,0.153153153153153
"725",32,38,"ZACATECAS",4,72,16,"Pinos",369,0.043360433604336,0.222222222222222
"726",32,39,"ZACATECAS",4,202,30,"Río Grande",439,0.0683371298405467,0.148514851485149
"727",32,42,"ZACATECAS",3,303,14,"Sombrerete",443,0.0316027088036117,0.0462046204620462
"728",32,48,"ZACATECAS",0,93,6,"Tlaltenango de Sánchez Román",160,0.0375,0.0645161290322581
"729",32,5,"ZACATECAS",19,178,26,"Calera",219,0.118721461187215,0.146067415730337
"730",32,51,"ZACATECAS",13,122,8,"Villa de Cos",187,0.0427807486631016,0.0655737704918033
"731",32,56,"ZACATECAS",48,1515,114,"Zacatecas",851,0.133960047003525,0.0752475247524752
"732",32,57,"ZACATECAS",5,78,12,"Trancoso",99,0.121212121212121,0.153846153846154
