"","Abreviatura","FECHA_DEF","acumulados_estimados","tasa_4dias","tasa_suave","Estado","suave_duplex","Poblacion2010","per_capita"
"950","EUM","2020-05-31",15401.246541639,1.13936527361015,1.13955792440217,"Nacional",21.2230572516633,112336538,0.137099173749141
"951","EUM","2020-06-01",15947.5661912146,1.14020784576351,1.13996409431674,"Nacional",21.1653219641539,112336538,0.141962414679493
"952","EUM","2020-06-02",16440.8601337958,1.14007541212977,1.13994129745802,"Nacional",21.1685535730038,112336538,0.146353630141208
"953","EUM","2020-06-03",16968.9482158251,1.13940651980901,1.1386516079411,"Nacional",21.3531040701314,112336538,0.151054576880633
"954","EUM","2020-06-04",17491.4726120079,1.1357179800166,1.13488073337283,"Nacional",21.9129225254709,112336538,0.15570599667232
"955","EUM","2020-06-05",17999.7062432992,1.1286804536491,1.13011529790614,"Nacional",22.6667462786639,112336538,0.160230202601572
"956","EUM","2020-06-06",18535.1347824731,1.12738230430976,1.12708711831431,"Nacional",23.1751008600418,112336538,0.164996492792694
"957","EUM","2020-06-07",19088.4277288706,1.1249034109886,1.12553883386829,"Nacional",23.4444828580119,112336538,0.169921808778464
"958","EUM","2020-06-08",19677.3156374144,1.12496620918618,1.12468495869973,"Nacional",23.5959054024797,112336538,0.175163984824016
"959","EUM","2020-06-09",20229.9419435504,1.12390400543795,1.12400981391707,"Nacional",23.7171072740715,112336538,0.18008336649604
"960","EUM","2020-06-10",20819.8688314006,1.12326503560621,1.12232692963661,"Nacional",24.025035696407,112336538,0.185334791351685
"961","EUM","2020-06-11",21357.5386510714,1.11887364189607,1.11921566559308,"Nacional",24.6171932487982,112336538,0.190121033025527
"962","EUM","2020-06-12",21956.9394028161,1.11585034297398,1.11594800479024,"Nacional",25.2732976304672,112336538,0.195456792542566
"963","EUM","2020-06-13",22520.3292658748,1.11321769131694,1.11294972552958,"Nacional",25.908678174658,112336538,0.200471989495304
"964","EUM","2020-06-14",23099.9188016582,1.10951317651045,1.11029803579604,"Nacional",26.4993692176278,112336538,0.205631393070509
"965","EUM","2020-06-15",23684.4018831428,1.10894809884634,1.10885207929421,"Nacional",26.8335853372037,112336538,0.21083435812436
"966","EUM","2020-06-16",24328.2656492585,1.10799894297373,1.10805923790573,"Nacional",27.0206349481452,112336538,0.216565919534199
"967","EUM","2020-06-17",24936.5571661204,1.10729096682911,1.10658290934656,"Nacional",27.376344124915,112336538,0.22198082307041
"968","EUM","2020-06-18",25496.5529506928,1.1037507607543,1.10355689694132,"Nacional",28.1371094388048,112336538,0.226965806536541
"969","EUM","2020-06-19",26039.462739276,1.09943509942759,1.09836281403138,"Nacional",29.5519871885605,112336538,0.231798693487207
"970","EUM","2020-06-20",26538.0092319016,1.09083029651604,1.09194683022562,"Nacional",31.520234460852,112336538,0.236236666220759
"971","EUM","2020-06-21",27098.3479146088,1.08669162844282,1.08715362197806,"Nacional",33.1796515203891,112336538,0.241224702105461
"972","EUM","2020-06-22",27648.4858465298,1.08440093451058,1.08456447551879,"Nacional",34.1542240362315,112336538,0.246121932710173
"973","EUM","2020-06-23",28194.6033692871,1.08276440461118,1.0831481502515,"Nacional",34.7130062191892,112336538,0.250983374343324
"974","EUM","2020-06-24",28731.7169013497,1.08266285727307,1.08185050292742,"Nacional",35.2419330379109,112336538,0.255764664043232
"975","EUM","2020-06-25",29247.5691727593,1.07931189255238,1.07980820804308,"Nacional",36.1092015969813,112336538,0.26035668975983
"976","EUM","2020-06-26",29803.5799718534,1.07794618979448,1.07797406490401,"Nacional",36.9267803212035,112336538,0.265306199589784
"977","EUM","2020-06-27",30356.9035377389,1.07669198747471,1.07690915305933,"Nacional",37.419355177617,112336538,0.270231788144823
"978","EUM","2020-06-28",30924.1321484783,1.07630644749342,1.07686148330125,"Nacional",37.4417238482486,112336538,0.275281156950718
"979","EUM","2020-06-29",31533.0049596103,1.07814105074345,1.07752946476222,"Nacional",37.1307854032442,112336538,0.280701235065748
"980","EUM","2020-06-30",32114.2309646443,1.07752931006856,1.07745416199086,"Nacional",37.1655699590197,112336538,0.285875206200892
"981","EUM","2020-07-01",32682.7577203975,1.0766169770829,1.07638693842931,"Nacional",37.6659220560386,112336538,0.290936130864185
"982","EUM","2020-07-02",33236.7775839035,1.07478448948288,1.07444977822927,"Nacional",38.6107653175799,112336538,0.295867917737535
"983","EUM","2020-07-03",33791.1829903149,1.0716131568684,1.071916976069,"Nacional",39.9228817436126,112336538,0.300803136645665
"984","EUM","2020-07-04",34351.2151962943,1.06965710105631,1.06999836262858,"Nacional",40.9800002605203,112336538,0.305788444328721
"985","EUM","2020-07-05",34940.0280566749,1.06906609153329,1.0694904311459,"Nacional",41.2696293592879,112336538,0.311029952308793
"986","EUM","2020-07-06",35569.0833800151,1.07017244046069,1.07004660036614,"Nacional",40.9527127944838,112336538,0.3166296915792
"987","EUM","2020-07-07",36182.7684632068,1.07077542900991,1.07037541374041,"Nacional",40.7677035051169,112336538,0.322092607689288
"988","EUM","2020-07-08",36748.1865358216,1.06977835648114,1.06977726223445,"Nacional",41.105556504323,112336538,0.327125859404903
"989","EUM","2020-07-09",37343.095115705,1.06877690696562,1.0681890551545,"Nacional",42.031373188968,112336538,0.332421630402256
"990","EUM","2020-07-10",37896.1568768377,1.06542405020564,1.06569964627752,"Nacional",43.5725621408968,112336538,0.337344888417673
"991","EUM","2020-07-11",38468.5633993192,1.06317357773319,1.06365217669884,"Nacional",44.9304650628682,112336538,0.342440350078433
"992","EUM","2020-07-12",39057.3507485472,1.06283750112335,1.06283750112335,"Nacional",NA,112336538,0.347681630962735
"993","GR","2020-04-12",7,NA,NA,"GUERRERO",NA,3388768,0.00206564745653878
"994","GR","2020-04-13",8,NA,NA,"GUERRERO",NA,3388768,0.00236073995033003
"995","GR","2020-04-14",9,NA,NA,"GUERRERO",NA,3388768,0.00265583244412129
"996","GR","2020-04-15",12,NA,NA,"GUERRERO",NA,3388768,0.00354110992549505
"997","GR","2020-04-16",12,1.71428571428571,1.71428571428571,"GUERRERO",5.14398278740373,3388768,0.00354110992549505
"998","GR","2020-04-17",13,1.625,1.68551587301587,"GUERRERO",5.31074345806168,3388768,0.0038362024192863
"999","GR","2020-04-18",16,1.77777777777778,1.71180555555556,"GUERRERO",5.15783733393422,3388768,0.00472147990066006
"1000","GR","2020-04-19",20,1.66666666666667,1.75694444444444,"GUERRERO",4.91963424929998,3388768,0.00590184987582508
"1001","GR","2020-04-20",23,1.91666666666667,1.93269230769231,"GUERRERO",4.20781571603537,3388768,0.00678712735719884
"1002","GR","2020-04-21",29,2.23076923076923,2.09455128205128,"GUERRERO",3.75008950901197,3388768,0.00855768231994636
"1003","GR","2020-04-22",32,2,1.99519230769231,"GUERRERO",4.0139371601218,3388768,0.00944295980132013
"1004","GR","2020-04-23",35,1.75,1.76630434782609,"GUERRERO",4.87368652282603,3388768,0.0103282372826939
"1005","GR","2020-04-24",36,1.56521739130435,1.56493628185907,"GUERRERO",6.19095456978747,3388768,0.0106233297764851
"1006","GR","2020-04-25",40,1.37931034482759,1.40127202023988,"GUERRERO",8.21798966425204,3388768,0.0118036997516502
"1007","GR","2020-04-26",41,1.28125,1.3354525862069,"GUERRERO",9.58476967303651,3388768,0.0120987922454414
"1008","GR","2020-04-27",49,1.4,1.3953125,"GUERRERO",8.32313280982398,3388768,0.0144595321957714
"1009","GR","2020-04-28",54,1.5,1.4625,"GUERRERO",7.29345893377727,3388768,0.0159349946647277
"1010","GR","2020-04-29",58,1.45,1.46585365853659,"GUERRERO",7.24977736161799,3388768,0.0171153646398927
"1011","GR","2020-04-30",60,1.46341463414634,1.41053384768542,"GUERRERO",8.06059494575274,3388768,0.0177055496274752
"1012","GR","2020-05-01",62,1.26530612244898,1.32258079383515,"GUERRERO",9.91680159457108,3388768,0.0182957346150577
"1013","GR","2020-05-02",70,1.2962962962963,1.28344019600177,"GUERRERO",11.1106150610074,3388768,0.0206564745653878
"1014","GR","2020-05-03",74,1.27586206896552,1.28700510855683,"GUERRERO",10.9884742409084,3388768,0.0218368445405528
